2020-02-02T23:19:10.000Z	1224110038979162114	おはようございます☀️出勤前に銀鮭朝定食ご飯大盛り３９０円🍚安くて美味いこれが１番です！ (@ なか卯 豊水すすきの店 in 札幌市, 北海道) https://t.co/Ok6fJrfPGv https://t.co/eZ2ui5eLol	{'place_id': '13fbcf4150ce380c', 'coordinates': {'type': 'Point', 'coordinates': [141.35639965, 43.05636575]}}
2020-02-02T21:54:35.000Z	1224088749883064320	スヌーピー大好き。一緒に旅行したいなぁ🤗🧚🏻 https://t.co/RFgYlRkWSr	{'place_id': 'e826cd2494f53e40'}
2020-02-02T21:38:49.000Z	1224084785787617280	@Nannan_karaage 体調不良で本日の出勤は辞退‼️	{'place_id': '4d2b3083f504bceb'}
2020-02-02T16:40:11.000Z	1224009629958410240	@heiwanashima もう出勤ですかやりますね	{'place_id': '4d2b3083f504bceb'}
2020-02-02T11:49:18.000Z	1223936425491480576	客室乗務員の方もマスクし始めたようです。https://t.co/CEzuTscRBk#ANA #新型コロナウイルス #客室乗務員 #ANA好きな人と繋がりたい #旅ブロガー #旅行 #海外旅行お役立ち #旅行お役立ち #海外旅行好きな人と繋がりたい #旅行好きな人と繋がりたい #旅人 #リーマントラベラー #旅行好き #sfc修行 https://t.co/3iAfLBgeHt	{'place_id': 'aedee7b3bd878532'}
2020-02-02T11:35:31.000Z	1223932958190399493	@masa1976ojafami まさゆきさん、ありがとうございます😀いつもツイート拝見してます。函館は私もよく旅行に行った地です。いつかお会いできますように😊	{'place_id': 'e2688603fdb7a587'}
2020-02-02T11:25:01.000Z	1223930316231823360	@nyanwagokigen うん、同じ職場にそんな感じの人がいて、突然出勤しないでしばらく休んだと思ったら出てきて、当然首になったよ😅迷惑だよね😅	{'place_id': '424650fd9f1031ec'}
2020-02-02T11:11:28.000Z	1223926907407720448	https://t.co/k97D032FeC#ウユニ塩湖 #ウユニ #ウユニ塩湖の行き方#旅ブロガー #海外旅行 #旅行 #海外旅行お役立ち #旅行お役立ち #海外旅行好きな人と繋がりたい #旅行好きな人と繋がりたい #旅人 #リーマントラベラー #旅行好き #sfc修行	{'place_id': 'aedee7b3bd878532'}
2020-02-02T11:09:22.000Z	1223926377591627776	お金のプロを信じてしまう☑️証券マン☑️銀行員　☑️生命保険販売員☑️FP☑️不動産業者自分の商品を売りたいから熱心に相談に乗るのは当然手数料＝代行業を依頼したら高くつくネットバンク、ダイレクト保険にしたら？旅行代理店通さずにフリープランで旅行に行ったら？勉強すれば騙されない https://t.co/5o4agcquUY	{'place_id': 'fe961fca5190a4d7'}
2020-02-02T10:59:36.000Z	1223923918357987328	と行きたいところですが、大人しく東京帰りますhttps://t.co/CEzuTscRBk #ANA #新千歳空港 #飛行機 #ANA好きな人と繋がりたい #旅ブロガー #海外旅行 #旅行 #海外旅行お役立ち #旅行お役立ち #海外旅行好きな人と繋がりたい #旅行好きな人と繋がりたい #旅人 #リーマントラベラー #旅行好き #sfc修行 https://t.co/DE8AKDJj8U	{'place_id': 'aedee7b3bd878532'}
2020-02-02T10:59:05.000Z	1223923791518027776	さて、次は国際線にて、https://t.co/CEzuTscRBk #ANA #新千歳空港 #飛行機 #ANA好きな人と繋がりたい #旅ブロガー #海外旅行 #旅行 #海外旅行お役立ち #旅行お役立ち #海外旅行好きな人と繋がりたい #旅行好きな人と繋がりたい #旅人 #リーマントラベラー #旅行好き #sfc修行 https://t.co/5Qi6IwP7LI	{'place_id': 'aedee7b3bd878532'}
2020-02-02T10:55:58.000Z	1223923003240484864	山の上にあるスキー場のカフェ#ニセコ #きのこ王国 #旅ブロガー #海外旅行 #旅行 #海外旅行お役立ち #旅行お役立ち #海外旅行好きな人と繋がりたい #旅行好きな人と繋がりたい #旅人 #リーマントラベラー #旅行好き #sfc修行 https://t.co/nX6e4Ufgdc	{'place_id': 'aedee7b3bd878532'}
2020-02-02T09:55:55.000Z	1223907894472536064	闇営業言ってるが、ただのサービス休日出勤なんだけどね。#サービス休日出勤	{'place_id': 'a357c591f3dabb3e'}
2020-02-02T09:21:55.000Z	1223899334992773120	@kimizu_Ichiro 懐かしい！！８年前に社員旅行で泊まりました！wwwwww	{'place_id': 'afc70d6aeb55fa4a'}
2020-02-02T08:38:20.000Z	1223888368758484992	贅沢な週末でした。〆は #花まる寿司柏行きの飛行機買ったのにチケット外れた。まぁぷらっと東京旅行でもしますか。#とはいえ蒙古タンメンしか思いつかん#ドウグラスってどんな選手なんだろ#consadoleのバカヤロー https://t.co/9MUX1Rmlpf	{'place_id': '76de02149cf1f468'}
2020-02-02T08:35:27.000Z	1223887644515393537	なんだろうねぇ。仕事行きたくないってのは毎度の事なんだけど、好きなライブにも面倒臭くて外出たくないわ。そんなわけで今日のライブはスルーします。何事にも気力がわかないわー	{'place_id': 'afc70d6aeb55fa4a'}
2020-02-02T08:34:42.000Z	1223887456224702464	@shiorisu_travel 来月スウェーデンにハワイ人と一緒もしくは一人で旅行にいきます！昨年スウェーデン人12人と共同生活してたこともあり、現地には友人が多いです！是非協力したいです！	{'place_id': '13fbcf4150ce380c'}
2020-02-02T07:41:56.000Z	1223874177137954818	@darkness_bro01 豆柴ッチ君にもチロっと話したけど、みんなで北海道ドライブ旅行したい！俺、北海道に居るの２年だから２年以内に。笑笑	{'place_id': '13fbcf4150ce380c'}
2020-02-02T07:36:14.000Z	1223872739347288066	@nobu1450 行きますよ〜幸い嫁が飛行機安い間に旅行したくなって試合にぶつけてくれました！日立台は初めてなんで楽しみです	{'place_id': 'aedee7b3bd878532'}
2020-02-02T07:20:00.000Z	1223868654460252160	電車停車 (@ 千歳駅 in 千歳市, 北海道) https://t.co/VazMzaiNSV	{'place_id': 'aedee7b3bd878532', 'coordinates': {'type': 'Point', 'coordinates': [141.65188909, 42.82826025]}}
2020-02-02T06:53:34.000Z	1223862002713550848	札幌駅前にある雪印パーラーでスイーツ堪能🍨旅行先でこういう店に行くときは、だいたいその土地の限定品を食います😁ちなみにこのイチゴは北海道限定のさとほろいちごって言う名前だそう。 場所: 雪印パーラー 札幌本店 https://t.co/KpsRYBHtJy	{'place_id': '13fbcf4150ce380c', 'coordinates': {'type': 'Point', 'coordinates': [141.35069755, 43.06467575]}}
2020-02-02T05:35:25.000Z	1223842338134315008	2月2日本日「釣りびと万歳」（17:30〜18:00 NHK BSプレミアム）で杉本ラララさんが番組テーマ曲「きみの町まで」を歌ってます！本日お出かけにて、録画予約完了！#杉本ラララ	{'place_id': '424650fd9f1031ec'}
2020-02-02T04:56:45.000Z	1223832603381436416	千歳のイベントに電車で行くのって何気に初めてだな(〃ω〃) (@ 新札幌駅 in Sapporo, 北海道) https://t.co/nUOiBH8H2a	{'place_id': 'e0b7947e3d35d737', 'coordinates': {'type': 'Point', 'coordinates': [141.47246942, 43.03878629]}}
2020-02-02T03:51:13.000Z	1223816115375108098	お出かけ途中で昼る。CAYENNE ALTERNAの #スープカレー だよ。#札幌 https://t.co/uqwyLmYHUf	{'place_id': '0981e5cf5ed40000'}
2020-02-02T03:47:27.000Z	1223815165822390275	朝、自分の食事と旅行の荷物を片付けるまえにやったのはとり様のお世話とワラビ氏の水浴びでした(笑)。 https://t.co/qrsIG7P0Nz	{'place_id': '4d2b3083f504bceb'}
2020-02-02T02:52:52.000Z	1223801428465971200	バカ息子（長男）が帰って来ないから外出も出来ず部屋に缶詰めナウ	{'place_id': '0fc3bb122115b000'}
2020-02-02T02:04:16.000Z	1223789196571107329	@shinn8080slizzy 出勤してるよ	{'place_id': '13fbcf4150ce380c'}
