2021-08-01T23:59:22.000Z	1421983928890572802	ということでいつも通り出勤 (@ ぽっさん/ぽぽっちの職場 in 札幌市, 北海道) https://t.co/zLQRDCXNuI	{'place_id': '003be63a3b382e11', 'coordinates': {'type': 'Point', 'coordinates': [141.227907, 43.126241]}}
2021-08-01T22:39:13.000Z	1421963757513691138	おはようございます！ #札幌 は⛅️今日も真夏日の予報、北海道もまだまだ夏っ！【photo】#中島公園出勤前に中島公園で癒されるのが最近のマイブーム。マイナスイオンを浴びながらお気に入りの音楽を聴いています。 #企業公式が毎朝地元の天気を言い合う#北海道旅行#イマソラ#札幌Twitter会 https://t.co/Ez6jJaG1M2	{'place_id': '0fbeaffed995e000'}
2021-08-01T22:31:15.000Z	1421961752548311042	電車来ねぇ	{'place_id': 'c3821cfe8f16bdb6'}
2021-08-01T21:50:16.000Z	1421951441350975489	今日は道新文化センターさっぽろ東急教室ですが、人身事故で電車が💦運転見合わせ運転の目処が経っていないらしくどうしようかと焦ってます一旦落ち着こう！と言いきかせどうしようか…#函館本線	{'place_id': 'c3821cfe8f16bdb6'}
2021-08-01T21:34:08.000Z	1421947378622296066	苗穂で人身事故、遅れもしくは運転見合わせとのこと。これから出勤される方は運行状況を確認の上、利用された方がいいと思う。#JR運行情報#札幌#函館本線#千歳線 https://t.co/CgDcKADuRk	{'place_id': '0fc3438ce1941000'}
2021-08-01T20:58:39.000Z	1421938450396172290	もう屋外ではマスクを外そう!電車の車内お店の中でマスクをするのは　わかります閉じた空間だから換気が気になるからでも屋外ではマスクを外そう熱中症で死人が出るお母さま　お父さまどうでしょう？お子様の命は教育で守りましょうね熱中症ゼロへ。https://t.co/DBqa4mfZNg	{'place_id': '0fc3400902d55000'}
2021-08-01T20:33:47.000Z	1421932191135666179	ーと思いました。スリランカでは無くドバイアブダビモロッコ旅行に行った時に若い中国共産党党員と出会って(相手は私を最初から知っていた)話をしたんですが、その時の中国共産党党員から安部さん(総理大臣)の事も聞いたんです。	{'place_id': 'aedee7b3bd878532'}
2021-08-01T20:33:46.000Z	1421932189743075328	いなーと思った事がありました。その後2013年にドバイアブダビモロッコ旅行に行った時にたまたま出会った中国共産党の若い青年に革命計画があるので中華人民共和国でfacebookを認めた方が良いと私が言ったら、それは次の国家主席の時にと言ったので中国共産党は10年単位で国をどうするか決めてるんだな	{'place_id': 'aedee7b3bd878532'}
2021-08-01T20:33:46.000Z	1421932188526731265	2010年に中華人民共和国に旅行会社のツアーで北京天津行った時に現地ガイドさんに北京にディズニーランドを作れば集客出来るので良い事を私が現地ガイドさんに言うと現地ガイドさんは、次の「それは国家主席の時に」と言ったので胡錦濤国家主席の次かー今作れば相当な集客が出来るので儲かるのに勿体な	{'place_id': 'aedee7b3bd878532'}
2021-08-01T14:13:08.000Z	1421836398324187137	旅行してもアニメ見てる…	{'place_id': '13fbcf4150ce380c'}
2021-08-01T13:47:44.000Z	1421830006989221891	札幌市50代基礎疾患なしいったいいつワクチン打てんるだ出勤、接客、日々の買物なんの楽しみもない毎日なのに観光客やらオリンピックやら恐怖でしかないマラソンやめてくれ	{'place_id': 'fe961fca5190a4d7'}
2021-08-01T13:30:06.000Z	1421825569595957251	夜の闇が続くこの「ルミ」では、首都と辺境の町の間で、商品や旅行者を運ぶ必要がある。賢い商人は必ず知的な動物と共に旅をし、その動物達の助けを借りて、ランタンの明かりを頼りに、お金を稼ぎ、困難な配達をして名声を得るのです。商人としての成功を望む者は、その両方を求めなければならない。 https://t.co/859YFjUJ27	{'place_id': '1068bbb4a794e000'}
2021-08-01T11:58:46.000Z	1421802582666670089	連日暑いですね🥵車検で車がなく今日は狸小路ジャンゴー店@animalcafejun にJR＆札駅から徒歩でとぼとぼ荷物届けに行きましたがJRと地下歩行空間のエアコンのありがたみ身に染みました🤢まだまだ暑さ続きますが店内はやや涼しいのでお茶飲みにいらしてください。引き続き19:00まで営業です！ https://t.co/d4LOSl5lkv	{'place_id': '13fbcf4150ce380c'}
2021-08-01T10:59:35.000Z	1421787688814841858	8／8の日曜日仕事になったんだけど、どうやって行こうか。マラソンある度に出勤難民になる。	{'place_id': 'fe961fca5190a4d7'}
2021-08-01T10:56:35.000Z	1421786935803011076	@lin01151 北海道…帯広の南にある幸福駅です…ここは１９７３年に日本の旅行番組で紹介されてちょっと北にある愛国駅と合わせてブームになりました…特に２つ合わせて『愛の国から幸福』へと言う事でちょっとしたカップルの聖地？になっています…	{'place_id': '13fbcf4150ce380c'}
2021-08-01T10:52:38.000Z	1421785941178388485	また明日から酒提供なしになる😭ギリギリ焼肉入れたからビールを飲もう🍺また当分飲みに行けない🥶#焼肉#駆け込み#ビール#札幌Twitter会	{'place_id': '76de02149cf1f468'}
2021-08-01T09:08:09.000Z	1421759648932278273	美味しいコーヒーでは無いが噂の物を飲みに来た (@ The.Lighthouse Coffee in Sapporo, 北海道) https://t.co/zcahEU1bCP	{'place_id': '13fbcf4150ce380c', 'coordinates': {'type': 'Point', 'coordinates': [141.35193026, 43.05775622]}}
2021-08-01T08:34:58.000Z	1421751296772644869	新婚旅行先のヨーロッパで知り合った長野在住のご夫妻からのお中元。３０年以上年２回お中元お歳暮を贈りり合っている。地元の特産物や銘菓などがうれしい。#ありがとう#生涯の友人 #yonayonaale #お中元 https://t.co/q2u3vJv5EA	{'place_id': '13fbcf4150ce380c'}
2021-08-01T08:11:24.000Z	1421745365561208832	@WO3BF0Kfq9tgpyS @konomin1101 @fromshinmimi @j8tN1Aktt4G7dRX @pdgL9YsEcluVu1M オウムと一緒だ…中学生迄は通学の為外出出来るが高等部だと外の空気を吸うことも出来ない！	{'place_id': '76de02149cf1f468'}
2021-08-01T07:53:03.000Z	1421740745430499335	8月2日〜8月31日は休業しますラスト飲みに来てくださいね海里も急遽出勤することになりましたよ本日も17時オープン！#札幌twitter会⠀#夜も札幌Twitter会⠀#平岸Twitter会⠀#一人飲みstand兎にも角にも https://t.co/stU9DGEA1Q	{'place_id': '10fafe3b2f94f000'}
2021-08-01T06:19:37.000Z	1421717235614175235	本日2回目の出勤。お荷物積みに行きますよ♪	{'place_id': '13fbcf4150ce380c'}
