2020-09-13T23:52:10.000Z	1305293226027315200	今朝の電車、5003編成。8月19日以来約１ヶ月ぶり。 https://t.co/05k1ZCkn7C	{'place_id': '07d9d25f54c85000'}
2020-09-13T22:15:43.000Z	1305268953355137024	@moriai8 おはようございます。今空港に向かう電車🚃の中です。旅の終わりはいつもさびしいですね。明日からまた日常が始まります。よろしくお願いします。	{'place_id': '2446080129c66346'}
2020-09-13T21:36:15.000Z	1305259020752580608	@1996Consa 全くその通りそれにCAとのやり取りも動画撮影してるぐらいだしね持病あるのに、この時期に旅行する根性はかいますけどw	{'place_id': '76de02149cf1f468'}
2020-09-13T21:32:49.000Z	1305258155769692160	北海道でもマスク着用拒否の旅行者が降ろされる出来事ありましたねマスクをすると気分が悪くなる持病があるとかwそれを動画撮影してるし、福岡在住で、奥尻までマスク無しで何一つトラブル無くいけたんだねw持病あるのに、リスク追ってまでこの時期に旅行する勇者だねw	{'place_id': '76de02149cf1f468'}
2020-09-13T15:24:53.000Z	1305165560246751233	#一条みすずママ　さんの企画のめんべえが当たった🍘‼️㊗️届くのが楽しみだぁ〜🥰❗️旅行好きな私ですが…子供もまだ小さいのでコロナだしなぁと　関西や東京行くのを我慢してるけど！おうちで博多行った気分になりながら頬張ります〜✈️💖企画を教えてくれた　あんぱんさんありがとうございます🍜❗️ https://t.co/ZyjUvEn33z https://t.co/ovrLPIQjNj	{'place_id': '13fbcf4150ce380c'}
2020-09-13T15:18:47.000Z	1305164025567703041	@kuribabiron @ffheat_7 きょーちゃんありがとう😊また近々飲みに行こうや！	{'place_id': '13fbcf4150ce380c'}
2020-09-13T14:37:11.000Z	1305153557692166145	@yuzu_milk_ice 電車でも来れるよ笑実際に会えるの楽しみにしてます〜😆	{'place_id': 'bf88b4fa5b342b64'}
2020-09-13T13:03:38.000Z	1305130014761910273	アジト出勤しました！燻製今日まで出せます！たくさん食べてくださいませ✨３時までお待ちしてます！ https://t.co/gsCrp7xj6I	{'place_id': '13fbcf4150ce380c'}
2020-09-13T12:29:03.000Z	1305121313564946438	@xmxixcxhxixkxox ですよね😆早く戻って欲しいような、ゆっくりしたいような。ミチコさんはゆっくり出来ないね😅私は出勤したり休みが続いたりで調子くるいます。元に戻るのはまだかな～😅	{'place_id': 'e024abbacb11ebca'}
2020-09-13T11:49:27.000Z	1305111344950243329	札幌旅行最後の夜景JRタワーT38展望室より#札幌駅 #夜景 #jrタワー展望室t38 #札幌旅行最後の夜景 場所: Jrタワー札幌38T展望室 https://t.co/pYHRaswvGM	{'coordinates': {'type': 'Point', 'coordinates': [141.35241614, 43.06759214]}, 'place_id': '13fbcf4150ce380c'}
2020-09-13T08:42:05.000Z	1305064192328654848	今回お世話になっている那覇空港/ANAスイートラウンジ(リフレッシュをかねたショートトリップ)、オリジナルステッカーをいただけますね。愛好家垂涎のレアアイテム、旅行記念にぴったりでしょうか→https://t.co/TIPJx8sNZz ※コンシェルジュデスクにて配布 #沖縄旅行2020 https://t.co/rD6nPdU1FW	{'place_id': '0fc29529fa146001'}
2020-09-13T08:33:16.000Z	1305061976511410176	この頃のカシオペアよく聴いてました。コンサートにも、来札したときは、全て行きました。 https://t.co/der5Kbz9t9	{'place_id': '2446080129c66346'}
2020-09-13T08:19:42.000Z	1305058562805133313	昨日はレインボーパレードうちもパレードは出ないけど毎年協賛してます🎈今日は札幌SFF私は今年のSMイベントは全て出演お断りしてます🙏が素敵な演者さん達が出てるので応援してます💕今は旅もSMも好きな事は耐えこの状況で楽しめる事を楽しむ😊スポーツクラブにハマり中🏃‍♀️本日もナッツ出勤🍺 https://t.co/NFHcYHUlBV	{'place_id': '13fbcf4150ce380c'}
2020-09-13T07:18:09.000Z	1305043073857064966	明日からの日替わりランチご紹介14日　煮穴子丼15日　カニクリームコロッケ16日　豚のスタミナあんかけ丼17日　鮭のちゃんちゃん焼き18日　えびとじ丼夜は　田酒　飲みにいらして下さいご予約していただけると　混み具合も　わかりますのでおすすめします https://t.co/n0u3QDGnjQ	{'place_id': '07d9d5bb4b880001'}
2020-09-13T06:36:37.000Z	1305032618539323392	@missg2020_no2 奏ちゃん！こちらこそ、おおきにありがとうございます！！🥰私も楽しかったです！！💛はい！サザン同盟も結成ですね！！🙌😚😚🌊🏖️👙河合塾の古文の美人の先生には、よく友達と押しかけて、飲みにも連れて行ってもらいました！🍻19歳の淡い恋でした、、🥺💕	{'place_id': '13fbcf4150ce380c'}
2020-09-13T06:08:01.000Z	1305025420534845440	点取れた！！何でも良いから良い所を探すしかない明日の自分も「よく出勤出来た」と褒めよう(出来たら)	{'place_id': 'aedee7b3bd878532'}
2020-09-13T04:43:39.000Z	1305004192289832960	今回の北海道旅行で食べたもの。フェリー内夕食:セブンの冷やし中華ブランチ:アンパン×1 クリームパン×1下船後:夕食:セコマの110円パスタと330円焼きそばブランチ:セコマのサンドウィッチ飲み物:サッポロクラッシック+グリーンだよとカツゲンとコーヒー☕️3杯	{'place_id': 'aedee7b3bd878532'}
2020-09-13T04:37:17.000Z	1305002587129655296	13th of September, Sun. 2020 ☔おはようございます。焼肉屋さんで食べた分、太りました。運動して燃やさないと！そして悩みがもうひとつ。夜、眠れないという…💧薬飲んでるのに不眠症…💧おかげで今日は出勤出来なかった。なんてこった…😭 https://t.co/pWf7vWhYlq	{'place_id': '07d9d04c75483000'}
2020-09-13T04:16:33.000Z	1304997372187930624	@van_riuru 朝まで飲んだん？😁🍻街近くに住んでたら気軽に飲みに行けていいよね😎ww	{'place_id': 'a357c591f3dabb3e'}
2020-09-13T02:48:31.000Z	1304975214518902784	全学停電ですがラボ出勤です (@ カードラボ 札幌店 in 札幌市, 北海道) https://t.co/LOKkNBA95g	{'coordinates': {'type': 'Point', 'coordinates': [141.35577737, 43.0587513]}, 'place_id': '13fbcf4150ce380c'}
2020-09-13T02:26:06.000Z	1304969575675514883	@aiaiaichin1027 @nyancotan3 東京にはずーっと行ってにゃい( ﾟ∀ﾟ)･∵ﾌﾞﾊｯ!!( ﾟ∀ﾟ)･∵ﾌﾞﾊｯ!!お店はじめてから旅行ってなかなか行けにゃくなったにゃ( ﾟ∀ﾟ)･∵ﾌﾞﾊｯ!!( ﾟ∀ﾟ)･∵ﾌﾞﾊｯ!!( ﾟ∀ﾟ)･∵ﾌﾞﾊｯ!!	{'place_id': '117933c227d43001'}
2020-09-13T01:26:13.000Z	1304954503586656257	@serakana 社員旅行ですか！　昨日ウポポイ行ったんですねー。楽しみですしランチ気になります！　お互い楽しみましょーーー♪	{'place_id': 'aedee7b3bd878532'}
2020-09-13T01:18:47.000Z	1304952632235024384	@pirutaka 山佐ショップ･電車でGO	{'place_id': 'aedee7b3bd878532'}
2020-09-13T01:11:13.000Z	1304950732001390595	@serakana 同じですねー。私はウポポイに行きますよ！　ひょっとして10時18分の電車に、乗ってたりします？	{'place_id': 'aedee7b3bd878532'}
2020-09-13T01:03:45.000Z	1304948850608623616	今年はコロナポイント付与で、JALもANAも、2倍の時期があったから、ステータスを上げやすくて、両方ダイヤモンド取得狙ってるけど、安く出張する身としては、かなりハード。安くステータスを上げるためには、絶対に早め早めの行動。21日or28日前に航空会社から直接購入。旅行会社は宿のみ！これ鉄則	{'place_id': '424650fd9f1031ec'}
2020-09-13T00:05:14.000Z	1304934126382845952	経過報告⑥ 天気:曇り　0900術後10日目　本日の診察終わり。日曜なのに出勤で大変💦　可哀想に・・そして、診察結果は昨日は抜糸箇所もバッチリ👍その他の縫合箇所もバッチリ👌明日残り取りますって事で！それと開口練習してね♪と念を押され💦💦本日の開口値は42ミリで良し！なんだけど・・	{'place_id': '13fbcf4150ce380c'}
2020-09-14T23:53:45.000Z	1305656011211108353	出勤 (@ もなみクリニック in Sapporo, 北海道) https://t.co/kSOdTSXZfy	{'place_id': 'a357c591f3dabb3e', 'coordinates': {'type': 'Point', 'coordinates': [141.33182354, 42.99263075]}}
2020-09-14T23:21:10.000Z	1305647808720986112	今朝の電車。8月8日以来の5005編成☆寝落ちしてて、あわや折り返すところだった(笑) https://t.co/FgrwX9EfQN	{'place_id': '07d9d25f54c85000'}
2020-09-14T16:37:37.000Z	1305546253967613965	飲みに行ってきました😁ホッケの刺身が品切れだったらしく、大トロと赤身サービスしてもらいました😁ちなみに漬けと、デザートもサービスでした😁#ぽんぽこたぬきのかくれ家 https://t.co/LPjtCm060h	{'place_id': '07d9f74342c88001'}
2020-09-14T15:21:36.000Z	1305527124908896256	アジト出勤してます！最近寒いので暖かいお茶漬けでも食べますか？今日も朝６時までお待ちしてます🐳 https://t.co/D9FWKNt77v	{'place_id': '13fbcf4150ce380c'}
2020-09-14T11:28:17.000Z	1305468407471431680	湯の川温泉のどこの宿かはアレやけど、やっちまったね・・・過去に社員旅行で何度か来てるが、良いイメージはない駅前のビジホがずっとまともです https://t.co/bzXn7FiW7g	{'place_id': '13fbcf4150ce380c'}
2020-09-14T09:50:41.000Z	1305443846470250496	@WM5p2snMRKxZvbr お疲れ様です🎵１人で飲むのも寂しくなって来たので久々に飲みに行って来ます🎵(笑)	{'place_id': '2446080129c66346'}
2020-09-14T07:42:20.000Z	1305411545547956225	あ～(´;ω;｀)金欠で浜ちゃんに飲みに行けないから真っ直ぐ北広島行くけど、暇を持て余す…こんな苦痛あるか？美味い魚食いたい😱	{'place_id': 'aedee7b3bd878532'}
2020-09-14T07:25:38.000Z	1305407342721163264	@hayaeri1984 エリカさん！ありがとうございます(((o(*ﾟ▽ﾟ*)o)))また飲みに行きますね🎶ドルで会った時はこれからもよろしゅうお願いします(((o(*ﾟ▽ﾟ*)o)))	{'place_id': '13fbcf4150ce380c'}
2020-09-14T03:46:53.000Z	1305352293383102470	献血依頼のメールが来たので行ってきた(今日は休日出勤の振替半分と年休半分)💉#献血 #成分献血 #血小板献血 #新さっぽろ献血ルーム #duo1地下 #ラップもらった #入浴剤もらった #ミニカップ麺もらった #往復徒歩 場所: 新さっぽろ献血ルーム https://t.co/lqFU4TfFNT	{'place_id': 'e0b7947e3d35d737', 'coordinates': {'type': 'Point', 'coordinates': [141.47162662, 43.03935288]}}
2020-09-14T02:57:16.000Z	1305339806633738240	寒いですね💦本日は、はなちゃんとりなちゃん出勤です^_^暖かくしてお待ちしてます♪ https://t.co/rRd8UjBY6Z	{'place_id': 'c3821cfe8f16bdb6'}
2020-09-14T02:01:08.000Z	1305325681039998977	あとは路面電車一周してから帰るかのう。	{'place_id': '13fbcf4150ce380c'}
2020-09-14T00:02:06.000Z	1305295722208800770	出勤 (@ もなみクリニック in Sapporo, 北海道) https://t.co/mqyK2CkvYt	{'place_id': 'a357c591f3dabb3e', 'coordinates': {'type': 'Point', 'coordinates': [141.33182354, 42.99263075]}}
2020-09-15T23:52:11.000Z	1306018004224937986	出勤 (@ もなみクリニック in Sapporo, 北海道) https://t.co/K2SAjlOZya	{'coordinates': {'type': 'Point', 'coordinates': [141.33182354, 42.99263075]}, 'place_id': 'a357c591f3dabb3e'}
