2020-08-09T23:31:17.000Z	1292604394580533249	出勤じゃい。 https://t.co/EHTTBRophZ	{'place_id': '07d9f5c89d880001'}
2020-08-09T23:13:51.000Z	1292600007757975552	さらに、休みを平日にずらせると•安くで旅行に行ける•空いてる•混まない時間を選んでランチに行けるもう祝日を楽しみにして働くマインドセットは古いのでやめにしませんか？	{'place_id': '83e30e314d0e5320'}
2020-08-09T23:13:44.000Z	1292599976002895872	普通に偽計業務妨害やら威力業務妨害とかにならんの？息子から東京の人は危機意識高いと聞いているこいつらのせいで電車乗れない人の方が圧倒的に多いわけだし#クラスターフェス	{'place_id': '9a9414fd6ec311ca'}
2020-08-09T23:11:58.000Z	1292599533994512386	祝日に働くメリットはかなり多い。しかも、他の平日に休めるならさらに効果が大きい。•電車に人が少ない•オフィスに人が少ない•電話がかかってこない•自分の集中できる環境を作りやすいこれだけでも休みをずらす価値はとてもある	{'place_id': '83e30e314d0e5320'}
2020-08-09T23:10:21.000Z	1292599124911562752	お出かけしたくない方はオンラインショップもどうぞ😊https://t.co/nFaAHEYRnn	{'place_id': '06dee0fd8a4d815c'}
2020-08-09T22:40:58.000Z	1292591731817340928	今日のお出かけ中止やなぁ…もろ台風やん⚡🌀☔	{'place_id': '01784c311a5312c7'}
2020-08-09T22:24:55.000Z	1292587693096886274	@skpon_eki この時期怖いけど旅行ならまだわかりますが、シャトルとかしよる人おるんすな	{'place_id': '6f8692fbabd23e62'}
2020-08-09T21:50:15.000Z	1292578966314745856	今日の仕事めちゃくちゃ少ないのに、自分と下請け業者の2人出勤になってる2人もいらなくない？って話をしてるw	{'place_id': '1809b21424d0d7a1'}
2020-08-09T21:41:38.000Z	1292576798451015680	@naniwanomachi77 なにわの青ちゃん、おはよう😃ございます❗️リフレッシュ出来て、気分一新での出勤ですね。私もチーム仕事です。九州は、台風💨5号の影響で荒れた天気になりそうです。今日も佳き日になります様に❗️	{'place_id': '1809b21424d0d7a1'}
2020-08-09T21:09:02.000Z	1292568593834446849	まさかの電車一本間違えてた恐怖 https://t.co/TcaBeNsYXw	{'place_id': '67e8b450ce5fa959'}
2020-08-09T20:43:35.000Z	1292562189002235904	初めての祝日出勤で緊張してるんやろうなお腹痛い	{'place_id': '1809b21424d0d7a1'}
2020-08-09T18:47:11.000Z	1292532897157541888	旅行行きたすぎる。コロナめ	{'place_id': '9a9414fd6ec311ca'}
2020-08-09T17:35:35.000Z	1292514877236420609	@iL5m8qOaf3VIkgn @BRANCH67200296 お客様が比較的来て下さる店舗もありますが、もちろんまれで、他は軒並み昨対割れです。施設の中に店舗があったりすると、それはもう(苦笑)お出かけ控えたりする方は多いと思います。仕方ないし、本来そうでないといけない…分かってはいるのですが…わはは、です。もはや気合いで乗り切るしか😂	{'place_id': '01784c311a5312c7'}
2020-08-09T16:53:27.000Z	1292504274811805697	今日、両親車に乗せてお出かけしててあいみょん流してたら父親が突然「なぁ〜んまーいだぁ〜🎶」って歌いだして爆笑www(アルバムに入ってたやつ？)その後流した打首獄門同好会は母親が「きのこたけのこ〜」にツボってた🎶余裕で還暦すぎた両親の前でレペゼンの曲流せなかったヘタレ←	{'place_id': '1809b21424d0d7a1'}
2020-08-09T16:08:54.000Z	1292493062426435584	GOTOキャンペーンってさ。旅行代金の50%オフになるんだとさ。50%は国が出すんだけど。なんか、納得いかない仕組みです、、、	{'place_id': 'f62cf04248a8314b'}
