1337968638607859715	[CLS]お[UNK]タイム[UNK]今日は福岡で半年働いたレストランの出勤最終日[UNK][UNK][UNK]：／／ｔ．ｃｏ／[UNK][UNK][UNK]	0
1338261923096272896	[CLS]おはよう[UNK][UNK][UNK]の福岡は[UNK][UNK]です[UNK]出勤時は雨がパラついていました[UNK][UNK]そして[UNK]、寒い…！！[UNK]風も強い…！！[UNK][UNK]して[UNK]も[UNK]いきましょう[UNK][UNK]＃企業公式が[UNK]地元の天気を言い合う＃企業公式冬のフォロー祭り＃福岡＃天気＃[UNK]＃[UNK][UNK]：／／ｔ．ｃｏ／[UNK][UNK][UNK]	0
1338261073414082560	[CLS]おはよう[UNK][UNK]朝の通勤電車。後ろでずっと馬の話してるオレより多分年上の方二人。当たった次の日ならいいが、外れた次の日は振り返って「[UNK]！」って言いたくなる（笑）。チャンピオンズカップの[UNK][UNK]がまだまだあるので、[UNK]も[UNK]もないですが[UNK]工事中[UNK][UNK]	0
1338257384301424640	[CLS][UNK][UNK][UNK][UNK]俺も化粧水は[UNK]人間やから今度探して[UNK]かな[UNK][UNK][UNK]消えるのピエ[UNK]ね[UNK][UNK]もいいけどｉＰｈｏｎｅのメモに[UNK]とくとかは？[UNK]出来るし[UNK][UNK]は[UNK]相方が食べてる[UNK]どこ[UNK]したのかな？[UNK]今日は寒いから風邪[UNK]ごとね[UNK]＃くる[UNK]	1
1338250682487382016	[CLS][UNK][UNK]。車が修理中なので、いつも車通勤のうちの相手がバスと電車で出勤。[UNK]時間早く[UNK]ました。バスの乗り方知ってるんかな[UNK][UNK]：／／ｔ．ｃｏ／[UNK][UNK][UNK]	0
1338239409938788352	[CLS]おはよう[UNK]。[UNK]は[UNK]。まだ暗い。風強く冷たい。それでは出勤です。今日も[UNK]お願いします。	1
1338237277030338560	[CLS]出勤	1
1338124221113745408	[CLS]今日は何故かあまり[UNK]なかったので余裕こいて普通電車で帰ってたら、二日市までトイレを[UNK]できなくなって[UNK]で途中下車してしまった[UNK][UNK]	2
1338116097367711744	[CLS]旅行内容ツイート[UNK][UNK]から[UNK]つに詰め込みました＃ホテル[UNK]福岡建物はとても[UNK]掃除や[UNK]の[UNK]については…ホテルと言うよりメイドさん単位のお話しかな…[UNK]朝食はホテル[UNK]階の[UNK][UNK]店内[UNK]食事[UNK]が回転率が悪いので[UNK]時間帯に注意[UNK]また[UNK]たい[UNK]：／／ｔ．ｃｏ／[UNK][UNK][UNK][UNK]	1
1338114602782089220	[CLS][UNK]ものと楽しい[UNK]。オリエンタルホテルの[UNK]たて[UNK][UNK]、[UNK][UNK][UNK]休日らしい休日だったな〜。気をつけながら[UNK]して[UNK]！場所：牛テールうどん[UNK][UNK]：／／ｔ．ｃｏ／[UNK][UNK]Ｋ	0
1338109906314903553	[CLS]どもです[UNK]今日は[UNK]日ぶりの[UNK]出勤日でした[UNK]…今日はちょっと[UNK][UNK]とくる事や、意味不明な事があり…（[UNK]）上り専用と下り専用と分かれているのが[UNK]なくて文句を言う人や、どこのフロアに行きたいのか意味[UNK]ずっとエレベーターを行ったり[UNK]したりする人…[UNK]ｈｔｔｐｓ：／／ｔ．ｃｏ／[UNK][UNK][UNK][UNK]	2
1338090969976061952	[CLS]旅行の締めに[UNK][UNK]：／／ｔ．ｃｏ／[UNK][UNK]	1
1338088883968339968	[CLS][UNK]の羽田行きＢ[UNK]－[UNK]搭乗完了[UNK]今年[UNK]回目の福岡旅行[UNK][UNK]それでは帰ります。いつかまた！[UNK]：／／ｔ．ｃｏ／[UNK][UNK][UNK]	0
1338085740476030979	[CLS][UNK][UNK]や[UNK]ね。毎日[UNK]時出勤とか[UNK]わ。	1
1338077572442193921	[CLS][UNK][UNK][UNK]日曜日は[UNK]お過ごしでしょうか？今日は[UNK]日ぶりに[UNK]出勤でしたが無事に終了しました[UNK][UNK]今夜の夕食[UNK][UNK]＃[UNK]ご飯＃ご飯＃[UNK]の塩焼き＃[UNK]味噌[UNK]：／／ｔ．ｃｏ／[UNK][UNK][UNK]	0
1338075876588601344	[CLS]＠[UNK][UNK]頼むけコロナなるなよ！旅行はいいけどｗ	1
1338075074264399872	[CLS]福岡旅行の[UNK]に一藤の味噌[UNK]と霜降り馬刺し今まで食べた[UNK]の中で一番の[UNK]さでした[UNK][UNK]が[UNK][UNK]味噌スープが[UNK]！[UNK]：／／ｔ．ｃｏ／[UNK][UNK][UNK][UNK]	0
1338071442525708288	[CLS][UNK][UNK][UNK][UNK][UNK][UNK]．．福岡旅行．＃[UNK]＃[UNK]＃[UNK]＃[UNK]＃[UNK]＃[UNK]＃博多旅行＃[UNK]屋台＃福岡城跡＃祇園＃[UNK]シティ博多＃初旅行＃[UNK]＃[UNK]＃[UNK]＃[UNK]＃[UNK]＃[UNK]＃[UNK]＃[UNK]＃[UNK]＃[UNK]：／／ｔ．ｃｏ／[UNK]	2
