2021-07-11T23:40:53.000Z	1414369133320306691	あぶねーーーーサンダルで出勤しよかしよったよかったーーーー敷地出る前に気付いて	{'place_id': '9a9414fd6ec311ca'}
2021-07-11T23:26:39.000Z	1414365548847067140	まん防あけたからって新幹線混み過ぎやろ。めっちゃ旅行客居てわろた。会社行きたくない。	{'place_id': '1809b21424d0d7a1'}
2021-07-11T23:15:03.000Z	1414362631171760128	7月12日の古賀市の熱中症予報は12時から15時にかけて厳重警戒レベル。危険レベルに近づきそうです。激しい運動を控え、こまめに水分を取りましょう。外出するとき、運転するときにはマイボトルを必ず持参しましょう。エアコンを使い熱中症予防を徹底しましょう。#古賀市　#ぬま健司　#熱中症 https://t.co/vJNAMiLrtB	{'place_id': 'd709bc058a10903a'}
2021-07-11T23:12:17.000Z	1414361936863498242	15年ぐらいぶりに電車乗ったー隣の糞親父めっちゃ寄ってくるゃん💢そのせいで隣の美人とくっついたゃんけwww	{'place_id': '4c6f6aa0ae926c41'}
2021-07-11T23:09:00.000Z	1414361109973192704	おはようございます本日新人ななさん(47歳)12時～出勤致します🍀ご予約お待ちしております🌷 https://t.co/0jAZqzmdWX	{'place_id': '83e30e314d0e5320'}
2021-07-11T22:22:12.000Z	1414349331759468547	@vision_osada みっきさん、おはようございます。今朝はりゅそらさんのチャチャチャで始まりましたよ、代わりに踊っておきました💃お出かけ楽しんで✨	{'place_id': '8d59909b600e0352'}
2021-07-11T22:13:20.000Z	1414347098137325570	おはよう🌈ございます今日はこの指輪💍で出勤っするっかなっ♪#フォロー返します #フォロー募集 #フォロー募集中 #フォロー募集中です#相互フォローhttps://t.co/fOoY8vSKxo https://t.co/D4KBXfgR93	{'place_id': 'aa7c3ccdbb497079'}
2021-07-11T21:45:34.000Z	1414340111836139520	おはようございます。今朝は曇り空。風あって涼しい。それでは出勤です。今日もよろしくお願いします。	{'place_id': '06dee0fd8a4d815c'}
2021-07-11T20:09:04.000Z	1414315827784916994	電車するために4万の本体買うならアーケード版電GOに400クレしたほうがよくねってなってくる（？）	{'place_id': 'a29d2918916e6486'}
2021-07-11T18:20:59.000Z	1414288625320087557	ラスト130分H様💌私の出勤の度に、来て頂いて感謝感激です♡脱帽してしまう程のポジティブさ、勉強になりました☺️お仕事三昧は良いことですが、またこうして息抜きと癒されに来てください✨ありがとうございました🧡#福岡メンエス #博多メンエス#メンズエステ　#博多メンズエステ#お疲れ様でした https://t.co/eESZAdojbr	{'place_id': '83e30e314d0e5320'}
2021-07-11T17:53:27.000Z	1414281698636824580	休日出勤だったので博多の二男坊でランチ、普通のラーメン（670円）を注文知らなかったんだけど博多本店限定で11日は替玉食べ放題とのこととりあえず替玉2回しときました油濃くなくあっさり濃厚、美味しゅうございました#ラーメン #博多 #ランチ https://t.co/FJQ0Kbnnz1	{'place_id': '127bd4bd73176002'}
