2020-11-15T23:57:36.000Z	1328125026206318592	皆様おはようございます☀️今日から #文化芸術による子供育成総合事業 の公演のため #福岡市立鶴田小学校 へ🚌と思ったら、テューバ #鈴木浩二 さんと一緒に(^^)vいってきます💨#tuba #通勤 #出勤 https://t.co/zoVgotoBoc	{'place_id': '0fc2a0856954c000'}
2020-11-15T23:26:53.000Z	1328117296192131072	満員電車ってこんな暑いのか…今までどうにか避けて来たからはじめましてだよ…	{'place_id': 'f62cf04248a8314b'}
2020-11-15T22:59:32.000Z	1328110415121842177	出勤途中のコンビニに西スポが無かった‼️	{'place_id': '361d4120fc43007e'}
2020-11-15T21:01:59.000Z	1328080832217530368	起床、出勤。	{'place_id': 'd458617907c51263'}
2020-11-15T20:32:35.000Z	1328073435021332480	おはようございます。今週はお出かけしたり、打ち合わせしたり、リモートで会議したりちょっとだけハードな週になりそうです。今週もよろしくお願いします(^^)	{'place_id': 'd3e7247214ae4e2d'}
2020-11-15T14:11:34.000Z	1327977545749340160	@Yuri_TGSJP 電車派🚋ですが､通勤は自転車🚲です｡	{'place_id': '06dee0fd8a4d815c'}
2020-11-15T13:57:14.000Z	1327973941013409793	👴👵の米寿と叙勲のお祝いでプチ旅行プレゼント🥂景色抜群に良い！👴はエリンギを松茸だと思って喜んでたな😋笑 https://t.co/G8yNyfM5LI	{'place_id': '0fc2694e2554f000'}
2020-11-15T13:40:35.000Z	1327969748781449217	誰〜もいなかった。電車が来る迄の30分ゆ〜っくり。 https://t.co/xcHPlXoVnK	{'place_id': '07d9cad250c86003'}
2020-11-15T13:34:39.000Z	1327968255038824450	@leona_partyon 当時の画像もってた。レア出勤の劇団員だった気がする。 https://t.co/cjGTJnFDh1	{'place_id': 'b625c675c61c863b'}
2020-11-15T12:44:41.000Z	1327955681069002753	ミユちゃんカンストにて二日間の旅行終了！ https://t.co/6apNEHDssn	{'place_id': '361d4120fc43007e'}
2020-11-15T12:26:00.000Z	1327950982395772929	友達と旅行したり、大勢で遊んだりしたことなかったから、最近すごい楽しいし幸せだなぁってしみじみする。 https://t.co/srWaY0CcbL	{'place_id': 'f62cf04248a8314b'}
