2021-07-18T23:52:21.000Z	1416908732789821442	2ヶ月ぶりの大阪出勤で、通勤の非人道性を噛み締めている。 (@ 大阪駅 in 大阪市, 大阪府) https://t.co/gDS32L5Ako	{'coordinates': {'type': 'Point', 'coordinates': [135.49592495, 34.70249559]}, 'place_id': '74fad2166ae8b8e6'}
2021-07-18T23:44:39.000Z	1416906797324009475	こちとら出勤してるのに母親朝から飯テロしてくる https://t.co/a0hXGOYpyz	{'place_id': '6594b6f47e9b9211'}
2021-07-18T23:38:51.000Z	1416905335638396930	@keiseisuzuki 怖い。この人達が徒党を組んで夜の繁華街を歩いている姿は日本じゃない。今でもアジアの国に女性数人で旅行する時、メインの道路から外れた所には今でも入らない方が良い。そう言う事が案じられる国から人が簡単に入ってくる事ができる。政府は日本を犯罪大国にしたいらしい。	{'place_id': 'b287d42e697a507f'}
2021-07-18T23:36:43.000Z	1416904799082094593	暑い日のマスクって地獄ですよね、、こんな日でも、更に暑い日でも、ユニバファンの皆さんはユニバに行くの、愛がありますね😆当館はユニバから電車で12分！大阪府内の方もユニバファンでお泊まり会はいかがですか？https://t.co/AS151Hq7kZ#USJファン #イベント	{'place_id': '744504fd6fdba804'}
2021-07-18T23:36:32.000Z	1416904752781217792	５日ぶりの出勤日( ･ω･)ノ (@ ちょっとお堅めの職場 since April 2019 in 神戸市中央区, 兵庫県) https://t.co/z429gYGBo1 https://t.co/V1R9U1uaZP	{'coordinates': {'type': 'Point', 'coordinates': [135.18187523, 34.68408435]}, 'place_id': 'ad39e8439def2ef9'}
2021-07-18T23:25:26.000Z	1416901959311888387	出勤なう (@ 自宅(新居) in 京都市, 京都府) https://t.co/I3h94l0OGy	{'coordinates': {'type': 'Point', 'coordinates': [135.69053902, 35.01555527]}, 'place_id': 'b7fc529c09acc847'}
2021-07-18T22:58:33.000Z	1416895194021044229	乗り換えコウペンちゃん号！満員電車やからお写真撮れないけど…朝から可愛いぃ…😭🙏✨ https://t.co/KNHCpoyDYP	{'place_id': '0824a42fe590f7d3'}
2021-07-18T22:54:29.000Z	1416894169918836738	☆ 新幹線の硬いアイス！スジャータ アイスクリーム（バニラ）4個（抹茶）4個計8個抹茶も加わったセット！旅行気分でいかがでしょうか？#楽天#アイスクリーム#新幹線アイス#スイーツ部 #ティータイム #お試しスイーツ #ギフト #我が家のお取り寄せ  https://t.co/YzNfvrncJG	{'place_id': '9f8102e00f724b50'}
2021-07-18T22:51:37.000Z	1416893450918666245	@toratorastrike おはよう☀️😃❗同じく駅近くまで🚲️だけどあとは徒歩と電車😁地下道まだ冷房してない時間帯😖汗だく☀️😵💦ガンバでーす😃	{'place_id': 'd356a539c03bab17'}
2021-07-18T22:44:46.000Z	1416891724828270594	今日は休日出勤の気分。オリンピックするなら1週間祝日にして祝うべき！ https://t.co/roFwYetLOI	{'place_id': 'f32ffab5e32c689b'}
2021-07-18T22:31:43.000Z	1416888439836798979	(´Д｀)ﾊｧ…これから仕事。こんな天気の良い日はスープラでお出かけしたい。 https://t.co/GZZZOrQ1kG	{'place_id': '3c420466fa0082a9'}
