2020-02-09T23:56:05.000Z	1226656042479648769	飛行機座席ガチャ、無事に窓側をゲット！これで学割で半額宮崎旅行行ってきます✈️ (@ 大阪国際空港 (伊丹空港) in 豊中市, 大阪府) https://t.co/utXIx4ix6H https://t.co/qKD4Jq5QgH	{'place_id': 'a76781dfb763aa33', 'coordinates': {'type': 'Point', 'coordinates': [135.440813, 34.7907923]}}
2020-02-09T23:49:12.000Z	1226654312866045953	おはようございます😄今日は滋賀へ移動します🚃雪は大丈夫かな☃️新大阪駅で電車がまさかの行き先変更に😅乗り継ぎの旅になりそうです今日も楽しみましょう👍✨ https://t.co/MgPrR4gwuw	{'place_id': '27ad6dfad3df91aa'}
2020-02-09T23:42:44.000Z	1226652685023219712	今日はここから＼(^o^)／#西宮税務署 #aliado法務行政書士事務所 #行政書士髙野綾 場所: 阪神電車 西宮駅 1・２番線ホーム https://t.co/mU3ZLE6T5z	{'place_id': '00e9190a07f58988', 'coordinates': {'type': 'Point', 'coordinates': [135.33977585, 34.73669758]}}
2020-02-09T23:41:11.000Z	1226652292859850755	外出先でもDIVA出来るのは嬉しい限り	{'place_id': '436a62a4938dbb9a'}
2020-02-09T23:36:26.000Z	1226651098548621315	職安に持っていく書類を確認していたら雇用証明書に記入漏れがあるよ。もお、電車代が余分に掛かるよ。たかがレ点一つの為に。 https://t.co/T8cRJlRaRy	{'place_id': '4d1f7bf488219a63'}
2020-02-09T23:34:40.000Z	1226650653981728769	久しぶりの電車。通勤電車嫌い！	{'place_id': 'ced8ba75c5b7d488'}
2020-02-09T23:34:11.000Z	1226650530685915139	今から出勤☀️🚐👔だ仕事帰りにごはんバーガー🍔食べたい‼️	{'place_id': 'cc99d6846bc9c60f'}
2020-02-09T23:31:43.000Z	1226649912051286018	皆様 おはようございます☀️😃❗今日 さっそく マッチング予約システム2件 事前予約ありがとうございます♥️ご予約は お店にお願いしますね✨🤩質問や問い合わせはDMで 聞いてください🍒2月16日(日)レア出勤します🍀🍀10時～19時まで出勤していますのでご予約お待ちしています💋💋💋 https://t.co/LBVnlwdtT7	{'place_id': '84316acd652607fa'}
2020-02-09T23:28:50.000Z	1226649186658963456	9時から打合せがあるため満員電車で直行。満員電車に乗り慣れないから辛い…しかし、これでは、すぐに感染するよね…😅	{'place_id': '744504fd6fdba804'}
2020-02-09T23:27:09.000Z	1226648760433836034	昨日のFSで見つけて一番気に入ったもの。振り出しタイプは元径が太くて重いけど並継なのでツーピースとあまり変わらない！持って振ったけど自分的には全然アリやね。旅行先のちょい釣りにはこれで充分かと…どこが一番気に入ったって？このお値段😊 https://t.co/rKUn7QTJBn	{'place_id': '1a588ca3af38ca83'}
2020-02-09T23:25:29.000Z	1226648343176237057	出勤なう (@ 自宅(新居) in 京都市, 京都府) https://t.co/0ZyZ3Ql9xk	{'place_id': 'b7fc529c09acc847', 'coordinates': {'type': 'Point', 'coordinates': [135.69053902, 35.01555527]}}
2020-02-09T23:16:49.000Z	1226646161039085570	電車普段より空いてると思ったけど、そういうことか｡ﾟヾ(ﾟ`ω´ﾟﾉｼﾟ｡)ﾉｼ	{'place_id': '744504fd6fdba804'}
2020-02-09T23:14:52.000Z	1226645669168812033	なんか、今日、電車すいとるなぁ。。( ￣▽￣)	{'place_id': '8c1f1a4715b0f02e'}
2020-02-09T23:14:30.000Z	1226645578018217986	@kishiponeze おはようございます＼(^o^)／明日、休みやぁ！(T_T)疲れたぁ～なんか、今日、電車すいとるなぁ。。。( ￣▽￣)	{'place_id': '73b2fabaf0d9d2f0'}
2020-02-09T23:13:47.000Z	1226645399697387521	通勤電車でよく扉側の端に座ります。そしたら肘置き的なところにお尻乗せてくる人がいるんです。多くの場合そこから私の腕にぐいぐいくるわけで人に当たってること少しでいいから気にして欲しい。これでカバンを後ろ側にして持ってる人だったら最悪なのです。表現が難しいなぁ	{'place_id': '2a16e2975d9264fa'}
2020-02-09T23:12:30.000Z	1226645076765364224	連休にしてる人が多いのかな？電車人が少ないです	{'place_id': 'b049269022ff6587'}
2020-02-09T23:12:29.000Z	1226645069593075713	ポケットから地面に落ちた新しいマスク…電車に乗る前…迷わずつけた！3秒経ってないから…いや皆んなの自分のためだもん！^ - ^	{'place_id': '27ad6dfad3df91aa'}
2020-02-09T23:03:34.000Z	1226642827100053504	近畿の空は〜今日は変わりやすい空に❗️あちらこちらで雨に。標高高い所は雪☃️〜傘はお忘れなく。今朝の気温〜高野山▲8.0℃・伊丹空港✈️▲2.8℃(いずれも今シーズン最低)、奈良▲2.5℃・大阪0.2℃でした。昼間は平年並みで、大阪・神戸10℃、京都・奈良9℃の予想〜暖かい服装でお出かけ下さい。	{'place_id': '4fcc7f54edb660c3'}
2020-02-09T22:57:10.000Z	1226641217980469251	ひっさびさに電車乗り過ごしたわ💦もう帰りてぇ😭	{'place_id': '7841d79816bdc233'}
2020-02-09T22:55:08.000Z	1226640705591762945	@hideworld333 おはようございます(^-^)今日はちょっとお出かけしてきます🚃	{'place_id': '744504fd6fdba804'}
2020-02-09T22:52:22.000Z	1226640009354080256	おはポジー☀️Twitter歴65日昨日は29名と知り合いました😊ありがとうございます✨昨日 1,932名けさ 1,961名ポジ活で実現😊・がん完治・収入の柱増・家族と笑って生きる2月の目標は⤴️朝活⤴️食事改革⤴️アフィリ収入⤴️バイオプ勝率60%⤴️怒らない家族旅行の計画😊夢を叶えるぞ！	{'place_id': '4e366beb3ee1c636'}
2020-02-09T22:46:31.000Z	1226638537958682624	今朝も宝塚は氷点下🥶🥶雪もちらつくのかな❄️ 明日も出勤やし今週も頑張ろう😊#イマソラ #いまそら https://t.co/88JQxfcWAE	{'place_id': '436a62a4938dbb9a'}
2020-02-09T22:44:19.000Z	1226637982930628608	連続出勤21おはようございます！人手不足からのインフルエンザ！こういう時こそ、１人親方が、大活躍！労働環境守られてる雇用契約では、はたらけない。ブラックやとか、そらいいだしたら、きりない。世の中は、きれいな部分と汚い部分両方でなりたってる。今日も、ご安全に！ https://t.co/h91MtFtPtt	{'place_id': 'f32ffab5e32c689b'}
2020-02-09T22:36:14.000Z	1226635950115016704	鬼滅の刃の映画の宣伝がメイドインアビスの映画の時に流れてたけど、完全に電車の話だったので映画見ないと煉獄さんの活躍みれない事に気がついた。本編アニメ見てないけど煉獄さん好きだし映画だけ観たい。	{'place_id': 'cc99d6846bc9c60f'}
2020-02-09T22:34:59.000Z	1226635635160567808	今仕事に向かうため電車に乗ってるけど、最寄駅のホームのアナウンスで今日の受験頑張ってくださいって言ってていいなって思った😄受験生頑張って👍	{'place_id': '876947df3a9be701'}
2020-02-09T22:31:57.000Z	1226634872195674112	飛石連休の中日にしては電車混んでるな飛石が月曜だと殆どの施設は通常通り休みだから私は年休とらず出勤が常になってるけど	{'place_id': '9f8102e00f724b50'}
2020-02-09T22:31:01.000Z	1226634634185674752	@Mitsuyama32 生前、最後の旅行が白浜だったんですね。その時にお土産に買ったみかんジュース美味しそうに飲んでたの思い出しました( ´ ▽ ` )	{'place_id': '436a62a4938dbb9a'}
2020-02-09T22:30:13.000Z	1226634432703909889	@emma3710 旅行者が減っているのでタイミング的にも良かったです。ナゴヤさんも偶然乗られたのですね😊　私も知らなかったら追加料金のこと心配したかも。出来れば、京都線の特急は全部これにして欲しいですね😆	{'place_id': '9f8102e00f724b50'}
2020-02-09T22:28:27.000Z	1226633989634441216	それから先は三ヶ月出勤おおいでしょ	{'place_id': '3c420466fa0082a9'}
2020-02-09T22:27:48.000Z	1226633824991244288	出勤減らしてもらえる機会は次のシフトしかないかんじする	{'place_id': '3c420466fa0082a9'}
2020-02-09T22:26:26.000Z	1226633483138682881	今年はじまったばかりやけど、出勤しすぎな傾向	{'place_id': '3c420466fa0082a9'}
2020-02-09T22:25:10.000Z	1226633161448120320	このかんじで16日からの出勤減らされたい	{'place_id': '3c420466fa0082a9'}
2020-02-09T22:18:12.000Z	1226631411605458944	@mleoutpr7qu0y 都内でなく。千葉とか埼玉ね、電車で20分で東京駅なのに、家賃ちがうよ	{'place_id': '452706fe6c7ad597'}
2020-02-09T22:04:54.000Z	1226628061640019968	17 Liveで楽しいライブ配信を見つけたよ！遊びに行こう！出勤前❤️寝過ぎたmaki🤣https://t.co/NAyjgmVf49	{'place_id': '0e8b7448272f832f'}
2020-02-09T22:03:16.000Z	1226627652259205120	昨日、一昨日はバタバタしてたのでFCツアー京都のことなんも呟いてなかったけど、楽しかった〜♪思い入れ曲、読まれなかったのに恥ずかしかったのは僕ぐらいじゃないかな…😅笑応募の時期は式とか旅行とかのときで勢いで書いたみたいやけど、時空の歪みがあったから恥ずかしさ倍増やったね…🙈	{'place_id': 'bf94246d88e50b65'}
2020-02-09T21:52:19.000Z	1226624895506759680	おはようございます！！フットサルと飲み会を終えたら電車がなくなったのでテキトーにやりすごしてました。今から帰りま水産！今回たくさんの方にフットサルや飲み会に来てくださいました。ほんまにありがとうございます😊また改めてツイートします！	{'place_id': '744504fd6fdba804'}
2020-02-09T21:48:08.000Z	1226623844913278977	私は統一教会は生涯宗教法人剥奪と女性と繋がり味方する関係者に警察本部に逮捕されて刑務所に入れたいと不正使用横領したお金を全額返金してほしいと思います。レストランや旅行行きながら我が家の生活貧困は平気です。絶対許せない気持ちで意地悪追い出し行為する人達に謝罪してください	{'place_id': 'dd569ee63558d3f9'}
2020-02-09T21:19:55.000Z	1226616741326778368	出勤前の可愛子ちゃん💯 https://t.co/X6lbMsgbar	{'place_id': '507280d99e5cd7ad'}
2020-02-09T21:08:58.000Z	1226613987162259456	関空で寝すぎたwこの時間のお月様も綺麗！今から家帰って午後から出勤。さて、頑張りましょう。	{'place_id': 'd015ef9189e3eb2b'}
2020-02-09T20:57:07.000Z	1226611004118691840	外環状線で長田付近まで行くのがベストらしいが…電車で行こうかな？途中の高井田に美味しそうな店があるからな😃	{'place_id': '815fc2e408a82d55'}
2020-02-09T20:19:36.000Z	1226601563617030144	どっかで魚くさい電車撮ろ	{'place_id': '00e9190a07f58988'}
2020-02-09T19:54:01.000Z	1226595123972100097	さて出勤   明日休みやし頑張ろー	{'place_id': 'aec26fe18e0ac4f2'}
2020-02-09T19:10:16.000Z	1226584115882840064	@satono12785 @ELNGBjzp2e27jtG 駅まで、よく付いてきたよ！電車乗るまで。お墓も付いてきた。玉津岡神社にも。	{'place_id': 'e7477b457e245c28'}
