2021-08-08T23:56:38.000Z	1424519956180258819	@NishizakiF いつも応援しています。電車で見かけたのですが、サイズに感動しました！！！	{'place_id': '74fad2166ae8b8e6'}
2021-08-08T23:53:51.000Z	1424519255945453576	今日は会社が出勤日か休みなのか連絡がなかったから行かない事にしたよー🤣	{'place_id': 'e7e1c2d44360e3eb'}
2021-08-08T23:51:35.000Z	1424518683242733574	今日の痛勤電車は巨大笑うセールスマン323系。台風かな、蒸し暑い象🐘 場所: 桃谷駅 https://t.co/YsoH1v6ZxE	{'place_id': '3e19cd9d7fa09d25', 'coordinates': {'type': 'Point', 'coordinates': [135.52789167, 34.65855]}}
2021-08-08T23:49:38.000Z	1424518192844529671	フォローしてるでかい人がおんなじ電車に乗ってきた…生で見てもでかい…すげえ…	{'place_id': '4d1f7bf488219a63'}
2021-08-08T23:43:54.000Z	1424516752315084802	@yasukoshiomi 休養後の復帰が、台風のための振替休日出勤、お疲れさまです。台風情報はじめ今後もわかりやすく生活につながる予報をよろしくお願いします！	{'place_id': '0c262786a342420a'}
2021-08-08T23:34:28.000Z	1424514379526012931	整った顔立ちで、中退とはいえMARCHに入学できる学力と経済力を持ち合わせていながら、なぜ電車に乗り合わせた20歳女性を勝ち組と思い込むような人生を歩んだのか?精神や発達などに何かしらの障碍があったのだろうか?—小田急線刺傷　対馬容疑者、女性に恨みhttps://t.co/VcGdETjicU	{'place_id': '436a62a4938dbb9a'}
2021-08-08T23:21:57.000Z	1424511227368148994	今日、出勤したら、明日から6連休だよ。😁	{'place_id': 'ad39e8439def2ef9'}
2021-08-08T23:21:50.000Z	1424511198494560259	阪神電車の高校野球スタンプ、今夏は中止とは知らなかった😭	{'place_id': '436a62a4938dbb9a'}
2021-08-08T23:21:07.000Z	1424511018101665796	関空、風ほとんどないのに連絡橋通行止めだと？！電車は動いとるのに…	{'place_id': '6597a3a04e11fb7d'}
2021-08-08T23:21:05.000Z	1424511009838931968	@SDIx2 ありがとうございます。幸い、大阪は風があるものの☔が降ってないので電車も今のところは動いているので何とか帰れそうです。	{'place_id': '74fad2166ae8b8e6'}
2021-08-08T23:20:11.000Z	1424510781425524737	体調いつになったら良くなるのかしら…。出勤〜	{'place_id': 'cc99d6846bc9c60f'}
2021-08-08T23:15:50.000Z	1424509687332888576	新しい１週間の始まりです…今日も、仕事に行ってきます☁️お盆の週ですが、通常通りに出勤です🏢	{'place_id': '00e9190a07f58988'}
2021-08-08T23:15:35.000Z	1424509626670714881	@mattsunjilly 仕事が夜勤なもので。それに滞在時間をギリギリまでとるのでどうしても寝ずに出勤することが多いですw	{'place_id': 'e57c02df87d01fec'}
2021-08-08T23:09:28.000Z	1424508086266462210	おはいどー(๑⃙⃘♥‿♥๑⃙⃘)今日は休み明日はワクチン2回目です。今週は用事とかあって仕事が週末だけ出勤です。夏休みみたいな感じです。はいちゃんテゴちゃん大好き	{'place_id': '2a16e2975d9264fa'}
2021-08-08T23:07:22.000Z	1424507556920057858	昨日の朝からの24時間しごおわ。昨晩はホテル待機になって即オチしましたが深夜に目覚めてしまい4時過ぎまで眠れませんでした。😅電車が止まるかもってJRのアプリからの通知があったので急いで帰ろう。 https://t.co/ptBxUyMj6P	{'place_id': '4d1f7bf488219a63'}
2021-08-08T23:03:25.000Z	1424506561871814659	@merrymerry5656 ナイスお清め!今から出勤😭今日もいってらっしゃ～い👍	{'place_id': '03e7ab788eef9690'}
2021-08-08T22:54:45.000Z	1424504381563564035	ぐえー。山陽電車止まってるー。ぐおー。姫路、暴風警報出てるー。絶対ややこいヤツ。 https://t.co/nd9bAkAwWa	{'place_id': '1140e1043c16a002'}
2021-08-08T22:50:36.000Z	1424503336758222849	1702列車→7121F+71**Fこの電車に乗ってMONAフェスに行って来ます😀#南海運用#おはようトレイン#MONAfes0809 https://t.co/8s2jvmlYhj	{'place_id': 'd015ef9189e3eb2b'}
2021-08-08T22:45:27.000Z	1424502041259376643	京阪電車もドアやな。#京阪電鉄 写真は無いがJRはドア横の壁に貼ってた。 https://t.co/aSyCbybxDE	{'place_id': 'b2b609dfce3181e8'}
2021-08-08T22:18:40.000Z	1424495301054717953	@ntunedfactory どこにお出かけ？笑	{'place_id': '6594b6f47e9b9211'}
2021-08-08T22:15:10.000Z	1424494420733218823	マクドへ寄りたいときはJR東西線ではなく阪神電車 https://t.co/WAm1ueiQfR	{'place_id': '105ee73aaa579000'}
2021-08-08T22:11:29.000Z	1424493494966489092	んあ…電車動いているのか…	{'place_id': '744504fd6fdba804'}
2021-08-08T21:56:41.000Z	1424489770126741504	おはようございます〜😺本日は、休日出勤です😭今日も1日よろしくお願いします。	{'place_id': '0824a42fe590f7d3'}
2021-08-08T21:50:18.000Z	1424488162059964417	おはようございまーす　今日も出勤です早すぎてホームで電車待ち今日の相棒は昨日より穏やかでした	{'place_id': 'dd569ee63558d3f9'}
2021-08-08T21:32:37.000Z	1424483715091034117	@express5557 気がつけば少数派になってきた昭和の京阪の内装を残した電車やね。	{'place_id': 'b43daed71c671d66'}
2021-08-08T21:23:36.000Z	1424481444181647361	電車🚃 休日ダイヤ？駅の改札口前でシャツの裏表逆なのを気づいて裸になる兎です(笑)おはようございます☀︎	{'place_id': 'ee5003e43806f534'}
2021-08-08T21:21:23.000Z	1424480885986889728	台風要因で山陽電車止まってるのか…	{'place_id': 'b7cb545ec209777f'}
2021-08-08T21:16:01.000Z	1424479533999136769	@YUtopia710 梨の🍐御朱印帳📒可愛いね😆💖お気に入りの神社仏閣や、毘沙門天様で、いっぱいにしてね😃👍✨あっちゃん箱📦今からムラムラしておくよ🤩（笑）ケロヨン🐸懐かしい（笑）また見つかったらINしてね😊また、あっちゃんも来るよー🔜🔙🈁⚧とりあえず、今日は、お昼まで休日出勤するわー😅	{'place_id': 'bbc1bd64c851d055'}
2021-08-08T21:10:29.000Z	1424478141867646978	おはよう💤😭💤ございます。海の日の振替休日、もう１日お休み😌🌃💤します🙇‍♀️⤵️。でも、台風🍃🌀☔の影響で夏の高校野球は明日からに順延。今週は、明日からの２日のみ出勤☀️🚃🚻で夏休みに突入。引き続き、感染防止に努めます。今週も宜しくお願いします🙇‍♀️⤵️。 https://t.co/h8A6oIYdoh	{'place_id': 'a5be16edc0f145d6'}
2021-08-08T21:09:58.000Z	1424478012129484800	今日は強風なので、出勤される方はご安全に。。。花の向こうに何かが見える！頭の中はチャントがヘビロテ状態♫ https://t.co/UWbncLCmEP	{'place_id': '098184f27214c000'}
2021-08-08T21:03:50.000Z	1424476469690961920	皆様 おはせつ菜🎙️今日は休日出勤、初めてのテレワークでの仕事になります。それでは今週も宜しくです🎵 https://t.co/TkU0ijIj2O	{'place_id': '9ee0f50dfd5c6fef'}
2021-08-08T21:02:20.000Z	1424476093445070848	#大阪#京橋#ぼっち呑み#せんべろ  #メガハイ#立ち飲み#美味い#安い#流行り#関西#観光#旅行#YouTuber#Twitter晩酌部#お酒好きな人と繋がりたい#ツィッター晩酌部直近の過去写真 https://t.co/xHwSdL8gPY	{'place_id': '0fc29a1fac146007'}
2021-08-08T20:31:47.000Z	1424468401871720448	おはよう😃中途覚醒しました。コントミン飲んだけど寝れないから、このまま出勤まで起きてます。	{'place_id': 'f7c57dfd6e9e25dc'}
