1427033895355092993	[CLS][UNK]、旅行行くぞ。	1
1427057445461921794	[CLS]今度の旅行のために、朝イチで歯医者さんへ[UNK][UNK]本当は[UNK]から友達と[UNK]に[UNK][UNK]楽しむ予定だったのに[UNK][UNK][UNK][UNK][UNK][UNK]：／／ｔ．ｃｏ／Ｈ[UNK][UNK][UNK][UNK]	0
1427056165041491968	[CLS][UNK][UNK]な[UNK]、[UNK]です[UNK]！夏とは思えない[UNK]朝、時差出勤前のモーニング[UNK][UNK]！[UNK]は終戦記念日という事もあり、ＴＶで戦争関連映画を[UNK]本見ました[UNK]。どの映画も、二度と同じような悲劇を繰り返してはならない、と教訓を感じさせるものでした[UNK]。[UNK]も、[UNK]お願い[UNK]ます[UNK]！[UNK]：／／ｔ．ｃｏ／[UNK]	0
1427055041664339968	[CLS]久々に[UNK]時出勤の電車乗ったけど、コロナ前[UNK][UNK]満員電車[UNK][UNK]これじゃ感染者なかなか[UNK]ん[UNK][UNK][UNK]時差出勤せないかん[UNK][UNK]	2
1427053738389241864	[CLS]＃目覚めの党[UNK]みんな旅行に行きたいから大切な人の命を守る為に検査とか[UNK]ますよ[UNK]：／／ｔ．ｃｏ／[UNK][UNK][UNK]	1
1427053226528960516	[CLS]＠[UNK]＿[UNK]電車もいつもより[UNK]ましたよ[UNK]	0
1427052227559006214	[CLS]今日も出勤。[UNK]（違うって）[UNK]：／／ｔ．ｃｏ／[UNK][UNK][UNK][UNK]Ｖ	1
1427052087242756097	[CLS][UNK]は銀行のＡＴＭに[UNK]いつもより遅い電車です。[UNK]いてラッキー[UNK]残高増えていてラッキー[UNK]今日は仕事後にテニスレッスン[UNK]できてラッキー[UNK]＃良いこと探し	0
1427050827856826370	[CLS]＠[UNK][UNK][UNK]小田急職員を[UNK]せ「外も電車内も私たちのものだ！」って、もう主張すべき範囲を逸脱してますよね。	2
1427050696327708680	[CLS]電車で来るのはお[UNK][UNK]＃[UNK]＃健康診断場所：横浜[UNK][UNK][UNK]：／／ｔ．ｃｏ／[UNK][UNK][UNK]	0
1427049520731365378	[CLS][UNK]だけど[UNK]電車[UNK]るな＃[UNK]＃出勤＃満員電車	2
1427047166279753731	[CLS][UNK]出勤だす。[UNK]	0
1427047037644668935	[CLS]これ、よくあるパターンだわな[UNK]人の話を自分で[UNK][UNK]取りして解釈する[UNK]このご[UNK]に旅行や[UNK]する奴らは感染拡大させる為だけにに行動してる気がする。[UNK]：／／ｔ．ｃｏ／[UNK][UNK]	2
1427047008439705608	[CLS]Ａ[UNK]：[UNK]＃[UNK]＿[UNK]南海電車の広報紙あった[UNK]：／／ｔ．ｃｏ／[UNK][UNK]Ｊ	2
1427046285383651329	[CLS]今日も[UNK]朝です[UNK]通勤電車は[UNK]の前に戻りました。[UNK]の試合は[UNK][UNK][UNK]投手はテンポ良く投げていて気持ちが良かった[UNK][UNK]投手もテンポが良い選手だと思いますが登板期待しています[UNK]	0
