2021-04-18T22:22:22.000Z	1383908791171702790	出勤！！ (@ 粕屋町 in 福岡県) https://t.co/zwv4NIEx33	{'coordinates': {'type': 'Point', 'coordinates': [130.48035, 33.610825]}, 'place_id': '01784c311a5312c7'}
2021-04-18T21:30:32.000Z	1383895749574815758	先週死ぬほど電車酔いしたときと同じコンディションで乗り換え待ちしてる (@ 香椎駅 in 福岡市, 福岡県) https://t.co/St87bJVxZ9	{'coordinates': {'type': 'Point', 'coordinates': [130.44407357, 33.65970134]}, 'place_id': '06dee0fd8a4d815c'}
2021-04-18T21:04:18.000Z	1383889144825356288	@i5tukubanoochan つくばのすーさん、電車が止まる程の強風ですか❓まるで台風ですね❗️上州のからっ風かな❓それより寒い❗️６℃ですよ。日中は22℃まで上がる見込みです。今日は、休みだから久しぶりに何もしないで過ごします。今日も心暖まる佳き日になりますように❗️	{'place_id': '1809b21424d0d7a1'}
2021-04-18T17:41:23.000Z	1383838079383834640	@rainywoods2001 @kurodoraneko15 #スピリチュアル 業者が言う｢熊本城神社｣とは、#熊本城稲荷神社 のことだったのですね。#熊本城 🏯 のすぐ側にあるのは #加藤神社 なので紛らわしいです。参考に、私が、2019年、#熊本市 に旅行した時、拝受した加藤神社と熊本城稲荷神社の #御朱印 写真と、記念写真をアップしておきます。#神社 ⛩️ https://t.co/JQo9I4FldO	{'place_id': '6f8692fbabd23e62'}
2021-04-18T16:11:18.000Z	1383815410781327368	最近でた #スタバの新作#ティーティラミスフラペチーノ飲みに行きました☕美味しかったけど前のバナナのほうが私は好き😊💕今日の #ネイルモニター さん💅✨白の #グラデーションネイル に薬指だけレースを描きました💖（見にくいし下手っぴ😅）#スタバ#ジェルネイル#モニター募集中 https://t.co/6R2Uut1Tu9	{'place_id': 'ae083492b529328a'}
2021-04-18T14:25:23.000Z	1383788754352046102	何とか最終電車間に合った☺ライブっていいよね‼️	{'place_id': 'f62cf04248a8314b'}
2021-04-18T13:38:01.000Z	1383776834995646483	風の強い日は嫌いか、正直、カラオケにどっちかしか入らんならホワイト竜さんの原曲の方を望むｗ	{'place_id': 'dca0d1073411f55e'}
2021-04-18T13:23:12.000Z	1383773105877749766	ライオンズの元親会社の電車へ https://t.co/S41WO9Ef0r	{'place_id': '07d9f5c157080002'}
2021-04-18T12:54:30.000Z	1383765883999293440	今日は、会社を公休です。また、ブログを見ますね。来月は、熊本のチーム8のコンサートに行くつもり予定です。九州のコンサートがある時に行きたいですね。じゃあお休みなさいね。	{'place_id': '4bda4536528abe8f'}
2021-04-18T12:22:08.000Z	1383757737796898818	長距離運転での旅行、行きはなんともないけど帰りが疲れるからどうしたらいいのやら。	{'place_id': '361d4120fc43007e'}
2021-04-18T10:39:33.000Z	1383731922182934536	@TomoAiaikou1009 うちの店では、出勤前に体温と体調報告ラインして、出勤後タイムカード押す前に再度、体温と体調報告をラインして、その際の体温計は社員に直接確認してもらい、不織布マスク着用してアルコール消毒して勤務開始です。それから何かを触るたびにこまめにアルコール消毒。体調不調の場合10日間自粛。	{'place_id': '207e95d6143148a2'}
2021-04-18T08:33:55.000Z	1383700307247435776	糸島高校前で糸高生が電車待ってるの見ると、あーとりあえず駅名の通りの役目は果たしてるんだねって思った。	{'place_id': '6772c147e8066ea1'}
2021-04-18T08:23:40.000Z	1383697726068584450	はよ自己採点したい。隣の席の人がBUMPのパーカー着てたので試験終わったあと話しかけた。いい人だった。だが電車の方向が違いすぐにサヨナラ…#BUMPOFCHICKEN #保育士試験	{'place_id': '83e30e314d0e5320'}
2021-04-18T07:52:19.000Z	1383689836771438594	休日の時にいつも愛用しているバッグのサイドポケットから 500円出てきた🤣これ、いつのお金だろうかと…多分、２年前に飛来👁️した時に電車賃として用意した物に違いない🤭なんで今頃…😭感情の起伏激しくてごめんあそぱせ・・・	{'place_id': '28d9f7c5865651ca'}
2021-04-18T04:56:44.000Z	1383645650890366988	福岡天神に向けて移動。まずは二日市へ。西鉄カラーの電車が来ました。 https://t.co/bXmubl9UE2	{'place_id': '0fc34eb0b794f006'}
2021-04-18T03:55:07.000Z	1383630142514233347	え？今、春日原、二日市での普通電車への接続はありませんって言った？	{'place_id': '207e95d6143148a2'}
2021-04-18T03:24:01.000Z	1383622317167681540	外出自粛すればそりゃあ感染者減るんだろうけど、経済再起不能になって自殺者増えて結局死者の数は変わらないのまだ気づかないのバカ小池？	{'place_id': '361d4120fc43007e'}
