2020-01-26T23:54:35.000Z	1221582236425670657	ほっぺ噛んで左頬痛いよんそしてブレスケア買い忘れニンニクテロ出勤します	{'place_id': '10399e3c0b1f3a07'}
2020-01-26T22:56:38.000Z	1221567652360908800	こんな朝に電車乗るの久しぶり！二日酔いで朝食食べられず駅のバターの匂いでおえってしてます。いつもならいい匂いなのに。	{'place_id': '83e30e314d0e5320'}
2020-01-26T22:11:04.000Z	1221556184022302723	おはようございます☔️@福岡。真似っこで買ったスキレットで朝ごはん完了🍳各所雪のところが多いようですね❄️お出かけの方はお気をつけて下さい。こちらは雨で渋滞しそうなので早目に出勤します。1週間がんばりましょう❗️ https://t.co/Glgy7ZJobv	{'place_id': '06dee0fd8a4d815c'}
2020-01-26T21:52:50.000Z	1221551597349507072	既に出勤中。	{'place_id': '28d9f7c5865651ca'}
2020-01-26T21:47:31.000Z	1221550259366531072	おはようございます。今朝は小雨ぱらついてます。風少しあり。体感寒い。それでは出勤です。今日もよろしくお願いします。	{'place_id': '06dee0fd8a4d815c'}
2020-01-26T20:40:11.000Z	1221533313346654208	雨降ってないうちに外出たいな	{'place_id': '361d4120fc43007e'}
2020-01-26T20:09:06.000Z	1221525491238129665	スゴい風なんだけど、今朝の飛行機飛ぶのかな……電車は動いてる音がする https://t.co/ghFzf4K5rk	{'place_id': '6772c147e8066ea1'}
2020-01-26T18:07:55.000Z	1221494994231414785	出勤したらこれ35枚って思うと行きたくないしだるい。てか四時おきなのにおれなにしてん。 https://t.co/R4Qwwa6tCL	{'place_id': '83e30e314d0e5320'}
2020-01-26T16:14:58.000Z	1221466569726758913	MAKIさんが、飲みにでておる。	{'place_id': 'a29d2918916e6486'}
2020-01-26T13:52:04.000Z	1221430606816366592	来月旅行行こう。息抜きしてこよう	{'place_id': 'a29d2918916e6486'}
2020-01-26T13:47:53.000Z	1221429555363074048	@sazaden1967 @0kUj8LtGCWgbv34 これまでまともな親孝行っち何回か旅行をプレゼント🎁したくらいだからたまたま今回、両親の大好きな京都姉貴夫婦に便乗して金婚式お祝いをしてあげてきます✨٩(๑❛ᴗ❛๑)۶	{'place_id': '28d9f7c5865651ca'}
2020-01-26T11:53:39.000Z	1221400806752043009	@aichikidsyumi3 城野卒だったんですね✨今でこそ広島や長崎とか路面電車の軌道とか走るのも慣れましたが　当時は他の自校にすればー思いました懐かしい教習車両ですね✨ウチは81クレスタでした（笑）	{'place_id': '28d9f7c5865651ca'}
2020-01-26T10:53:00.000Z	1221385541528113155	日本に来るのをやめてくれ。これだけは迷惑や。。。→厚生労働省によりますと、今月22日に旅行で日本を訪れた中国の湖北省武漢に住む40代の男性が、発熱などの症状を訴えて愛知県… https://t.co/jddJFF4YaW	{'place_id': '207e95d6143148a2'}
2020-01-26T10:20:57.000Z	1221377475965419520	さて出勤準備	{'place_id': '83e30e314d0e5320'}
2020-01-26T09:11:35.000Z	1221360021499285504	@aichikidsyumi3 ですです自分が通っていた自動車教習所には路上コースに電車通りがあり普段以上に気を使いましたー（笑）懐かしいワードがたくさんさすがですね✨(*´ω｀*)	{'place_id': '28d9f7c5865651ca'}
2020-01-26T07:48:30.000Z	1221339112323444736	ばか野郎。訪日客目標より日本人の命が大事じゃないのか。団体旅行禁止 訪日客目標に影 2020年1月26日 https://t.co/ehw9HSaSAS	{'place_id': 'ae083492b529328a'}
2020-01-26T07:39:43.000Z	1221336901010874368	マジか…こんな田舎にも武漢からの旅行者さんが…しかもマスク無しで(´Д` )	{'place_id': 'a29d2918916e6486'}
2020-01-26T05:45:04.000Z	1221308050914476032	唐津駅にも20年以上ぶりに到着です。103系電車、塗装は変わってもまだ健在だったんですね。駅メモアプリ版400路線コンプの称号を戴きました。コロプラ版はあと８路線、この差はどこで何でついたのか？ #旅する小野ミサ https://t.co/EcwraOLp6C	{'place_id': '07d9c9724b082000'}
2020-01-26T05:11:49.000Z	1221299680430018561	娘が帰省して明日帰るので、頑張って外出！遠賀町まで足を延ばし勝龍軒でチャーシューメン🍜に味玉にネギ辛をトッピング😋ラーメン店で食べる機会なんて少ないので有意義な時間だった#昼食 #長浜ラーメン #外食 https://t.co/OYFCslpisG	{'place_id': '1c55e7e644bcdddd'}
2020-01-26T05:08:58.000Z	1221298963589955584	佐賀旅行の時に食べたラーメン屋さんにもう一度！ちゃんぽんがホントに美味いしかも漬物とサラダ食べ放題.......鳥栖アウトレットに来る時は鉄板寄り道コース！ https://t.co/OMRGiCvaQI	{'place_id': '07d9d3499cc82001'}
2020-01-26T04:34:43.000Z	1221290344798547975	想定外業者さん夕方までかかる想定あまりの作業の早さと手際良さに立ち合い監査しつつ唖然...プロっちやっぱすげぇーやー(・∀・)💧なので夕方まで出勤代休→ロケ日休暇なる目論見が...13時にて終焉(´；Д；`)まぁ帰宅したらやることいっぱいあるから気持ち切り替えよ..	{'place_id': '28d9f7c5865651ca'}
2020-01-26T04:29:36.000Z	1221289059353391104	ちょっと歩いて西鉄電車 https://t.co/sFuK2uIn2h	{'place_id': '07d9d26e9d084003'}
