2020-09-20T23:52:16.000Z	1307829965195444224	出勤なのでぇす (@ ぽっさん/ぽぽっちの職場 in 札幌市手稲区, 北海道) https://t.co/UqnEMtcFkI	{'coordinates': {'type': 'Point', 'coordinates': [141.227907, 43.126241]}, 'place_id': '003be63a3b382e11'}
2020-09-20T23:22:31.000Z	1307822477498699776	北海道に対してストイックなので、北海道旅行の定義は「新得より東」「旭川より北」にしてる	{'place_id': 'bf88b4fa5b342b64'}
2020-09-20T23:22:20.000Z	1307822431332040704	@summersea0312 惚れて下さい😍損はしませんから😁今日は朝早いですね❓お出かけかな❓	{'place_id': 'e024abbacb11ebca'}
2020-09-20T21:45:08.000Z	1307797970494976000	@naruru121 初老でも元気な自分に感謝しての出勤ですね😌健康、元気が何よりですね、出番の皆さんお互い頑張りましょう👍	{'place_id': '76de02149cf1f468'}
2020-09-20T19:11:58.000Z	1307759423486525441	@yousuck2020 北海道へ旅行したく https://t.co/Tgmq4NFnle	{'place_id': '424650fd9f1031ec'}
2020-09-20T15:30:25.000Z	1307703670436323334	返報性の原理かぁ🤔わかるなぁ✨たむちゃんに対してこれが働く😌大好きだから応援して、試合やSNSでいつも元気をもらっちゃう🌟だからお返ししたくなる…ファンをとても大事にしてくれるたむちゃんだから、ますますお返ししなきゃと思う🔯😌いつか必ず試合を見に行きます‼️お返しになるかな❓#中野たむ https://t.co/rOyyBNqHE0	{'place_id': '76de02149cf1f468'}
2020-09-20T14:48:41.000Z	1307693169241251842	明日あさっては祝日出勤😅寝ます、おやすみなさい	{'place_id': 'e0b7947e3d35d737'}
2020-09-20T14:40:00.000Z	1307690982872215557	もう、マジで旅行行きたい。東京飛騨秩父神奈川富山長野福島千葉静岡京都大阪行きたい。Google旅行しよかな	{'place_id': 'a357c591f3dabb3e'}
2020-09-20T13:34:05.000Z	1307674394404110336	今日の晩御飯🍚ちょこっと寿し 別邸さん🍣やっぱちょこっと寿しさん旨いわ～😋今日はめっちゃ食べた😃また、札幌旅行きた時はちょこっと寿しさん行きます😆#週刊瀧川ありさ#ありさーグルメ部 https://t.co/PSzYUIUdqP	{'place_id': '10a526ae5b54e000'}
2020-09-20T13:08:14.000Z	1307667890108116994	何故か、カラオケに行きたいんじゃ…	{'place_id': '09c0c718cc6db8d2'}
2020-09-20T13:01:21.000Z	1307666153938931714	大自然の動画✨私もこんなとこ行ってみたいな( ・∇・)https://t.co/h7tfcpipiH#ばら#YouTube#旅行#19กันยาทวงอํานาจคืนราษฏร	{'place_id': '07d9e1bb0f885000'}
2020-09-20T12:18:50.000Z	1307655455162785792	@MelissaDenslow 明日、出勤出来なかったら観るわ。最近、睡眠薬の影響で生活習慣が狂ってるんだよ💦面目無い。(´･-･`)	{'place_id': '07d9d04c75483000'}
2020-09-20T09:05:31.000Z	1307606807314014214	オワタヾ(⌒(_×ω×)_ﾊﾞﾀﾝｷｭｰ何とか暗闇になる前に車の準備も完了。あ〜疲れたけど明日はお出かけ(๑˙❥˙๑)ｳﾌ仕事ばかりだったし、お盆は熱中症で動けなかったし疲れてても嬉しい♥	{'place_id': '07d9d8eaaf083002'}
2020-09-20T08:37:50.000Z	1307599839358717954	いい試合を見にきた、面白い	{'place_id': 'e024abbacb11ebca'}
2020-09-20T08:31:07.000Z	1307598147489726464	#札幌駅 到着。普通電車が一本間引かれたほどだから思ったとおり混乱しているね(´・ω・｀)とっくに１７時半なのに普通電車の時刻が17:24だったり、網走行オホーツクはまだ入線しない。只今 #千歳線 と札幌駅近辺大幅にダイヤが乱れ、他にも一部運休が発生している模様。#シノの旅 #北の国から20秋 https://t.co/mQGCnyqyqr	{'place_id': '13fbcf4150ce380c'}
2020-09-20T08:16:55.000Z	1307594577080020993	17:12、快速 #エアポート号 手稲駅を発車。１６分程度遅れ。向かいの江別行普通電車が間引かれていた。札幌で乗る予定だった網走行に何とか接続しそうだね。 #函館本線 #千歳線 #遅延情報 #シノの旅 #北の国から20秋 https://t.co/MQOSCHVXk1	{'place_id': '0fc365b8fb541000'}
2020-09-20T07:18:32.000Z	1307579882013032448	@medawaka これから飲み会かい。しばらく飲みに行ってないなあ～	{'place_id': 'e024abbacb11ebca'}
2020-09-20T05:13:21.000Z	1307548378247524352	@kosuke07070707 将来的にはね…でも今現在の医療関係者個々人の感情を考慮するとGO TOは不公平なんじゃないかな？旅行行きたくて行けない状態だと思うし…病院上層部のお偉いさんはどうでもいいけどね…	{'place_id': '13fbcf4150ce380c'}
2020-09-20T04:51:14.000Z	1307542814872317953	今日はバリバリバリスとお出かけなぅ💞 https://t.co/vYDzfAyMkp	{'place_id': 'e826cd2494f53e40'}
2020-09-20T04:23:35.000Z	1307535855284662279	こんにちは、しょ◯いちです。登別まで旅行に行ってきました！ホテルの温泉が広くて景色が良くて楽しかったです他にも洞爺湖(今回のメイン)、支笏湖(通っただけ)、恵庭()といろんな所に行きました！明日はたい◯です、よろしく〜#二ジューの日#Makeyouhappy https://t.co/ud0Z3jrPpE	{'place_id': '13fbcf4150ce380c'}
2020-09-20T04:11:20.000Z	1307532772630700034	げんこつサイズのスゴいカバンサイトが入ってます。1万円で3万円前後入っていますので、電車に乗って買いにきてもお得ですよ！10月4日までの販売ですが、早い者勝ちです。	{'place_id': '13fbcf4150ce380c'}
2020-09-20T04:10:51.000Z	1307532653231370240	母の供養にファイターズの試合を見に来ました(^O^)／昨日から観客数の上限が緩和され当日券に絶対空きがある、という甥っ子の情報と彼の発案で、実は札幌ドームのファイターズ戦初観戦です♪#fighters #marines #札幌ドーム https://t.co/EDvULCKfK5	{'place_id': '1092c96fc6946001'}
2020-09-20T04:00:39.000Z	1307530084157280257	こんにちは。本日は休診日です。当院では患者さんに「あなたのカルテ」を作成しています。連休などのお出かけ、急病や事故、知らない病院にかかる時にきっと役に立ちます。かかりつけ医として患者さんを守る、緑町診療所の取り組みの一つです。https://t.co/ZlLFQILTFChttps://t.co/69MHmD7UU2 https://t.co/eesjZJhAEx	{'place_id': 'aedee7b3bd878532'}
2020-09-20T02:50:09.000Z	1307512340426813441	ご飯食べてなかったから、ライスもつけちゃお！と思ってライス頼んだけど、私新千歳に向かう電車の中でおにぎり食べたくない？え？うそ？認知症？ https://t.co/it6rIGCQE4	{'place_id': 'aedee7b3bd878532'}
2020-09-20T01:59:26.000Z	1307499581014380544	出勤しようとしたら突然のスコールで遂にこの前買った傘を使いました☂️#新日本プロレス#ASOKO#オカダカズチカ https://t.co/1mKImUudqr	{'place_id': '0fc391dcdad42002'}
2020-09-20T01:19:08.000Z	1307489438805622785	@pyon_angelman 当たり〰️〰️💕三択の一つでした😅1⃣卒業した旧 神７ の来店2⃣実習規制で欠勤中の「 生き甲斐👶たん」の出勤3⃣ちーぴょん🐰の来店たのちみ！たのちみ〰️💕待ってましゅ💞	{'place_id': '1041b40df854d000'}
2020-09-20T01:15:41.000Z	1307488569712230400	☀️🌲🌿天気いいね✌️😆🐊👕ワニT着てお出かけです😌いってきます (ˆ︶ˆ)🚗💨💨 https://t.co/ifZzfYLUgn	{'place_id': '76de02149cf1f468'}
2020-09-20T01:07:40.000Z	1307486553661341696	@0814Kono 衣替えのシーズンですね！娘ちゃん、お出かけなんですね！風邪🤧ひかないように…。	{'place_id': 'fe961fca5190a4d7'}
2020-09-20T00:50:53.000Z	1307482328722178049	【白い恋人パークdeマルシェ】昨日から22日まで今月も開催されていまーす😃チエモク商品も販売してます💓ぜひお出かけ下さい〜♫#picfes #ピクニックフェス宮の沢 場所: Shiroi Koibito Park, Sapporo, Japan https://t.co/bEVjzmvJ6S	{'coordinates': {'type': 'Point', 'coordinates': [141.27104472, 43.08874693]}, 'place_id': '4d2b3083f504bceb'}
2020-09-20T00:20:19.000Z	1307474633961029633	出勤前に休憩です🌳🏵️ https://t.co/dmlUCQ10ai	{'place_id': '13fbcf4150ce380c'}
2020-09-21T21:31:36.000Z	1308156950585077760	おはようございます！☀旅行(プチだけど)に行ったあとの仕事はきついだろうな〜今日の夜勤が今から憂鬱ww https://t.co/WPcAmV3apX	{'place_id': '13fbcf4150ce380c'}
