2020-03-08T22:29:44.000Z	1236781171415097344	時差出勤　 (@ 札幌市時計台 in 札幌市, 北海道) https://t.co/d9N2KIBAnq https://t.co/0MJrwDe6TH	{'coordinates': {'type': 'Point', 'coordinates': [141.35343188, 43.06243682]}, 'place_id': '13fbcf4150ce380c'}
2020-03-08T21:59:36.000Z	1236773588708896770	@soraplaza おはようございます。出勤、お疲れ様です。コロナ、、早く落ち着いてほしいですね。	{'place_id': 'e0b7947e3d35d737'}
2020-03-08T21:58:23.000Z	1236773281111232512	@hiro13844274 中々休みが被らんで、来週に飲みに行くが（強行）次の日休日出勤	{'place_id': '424650fd9f1031ec'}
2020-03-08T21:56:57.000Z	1236772921047220230	出勤なう (@ ロープウェイ入口停留場 (SC10) in Sapporo, 北海道) https://t.co/ZQMUm5pLf4 https://t.co/lsj3zGxejz	{'coordinates': {'type': 'Point', 'coordinates': [141.3373, 43.033913]}, 'place_id': '2e624efa0028615e'}
2020-03-08T21:55:40.000Z	1236772600031789056	@yukimi0704 ゆき美さん私はグー✊でアイコでした😌外出自粛なのでゆき美さんを描いてみましたが漫画チックに😅色をつけたら見て下さいね(^_^)vお体に気を付けて頑張って👊😆🎵下さいませ😍 https://t.co/HZN8RplS6u	{'place_id': '13fbcf4150ce380c'}
2020-03-08T15:15:26.000Z	1236671879483551745	例えばわたしが海外旅行先の海とか頻繁に載せてるInstagramのポストとか想像しただけて鳥肌立ちすぎて鳥なる𓆁	{'place_id': '2446080129c66346'}
2020-03-08T15:01:56.000Z	1236668481174745088	3日くらい38度明日からまた出勤するのでよろしくお願いします	{'place_id': '13fbcf4150ce380c'}
2020-03-08T12:43:37.000Z	1236633672091987968	電車の写真撮ってみたい	{'place_id': 'a357c591f3dabb3e'}
2020-03-08T11:29:38.000Z	1236615053299728384	時差出勤や在宅勤務とか進みつつあるし、バカンスのある国みたいに１ヵ月とか休んでも社会が回る仕組みが出来たらエエなぁと、まだ出来とらんけど前向きな期待を抱いてはおります。	{'place_id': '424650fd9f1031ec'}
2020-03-08T11:12:46.000Z	1236610808777289728	アジト出勤しました！今日はコインで飲める日なので是非👼今日はねっとりした声聞きたいからみみめめMIMIにしちゃおうかな？？リクエストあれば店内BGMで流しちゃうぞっ https://t.co/sOjUHT8jfz	{'place_id': '13fbcf4150ce380c'}
2020-03-08T11:04:43.000Z	1236608781770948609	BAR北笑出勤してます！20時〜3時 飲み放題2時間3000円カラオケ採点割はこちら！越えられたら飲み放題から500円割引きます！R-1ぐらんぷり見ながら待ってます(笑)#BAR北笑#カラオケ採点割#アンダーグラフ#ツバサ 場所: 北笑Dining https://t.co/azDE1VmEuD	{'coordinates': {'type': 'Point', 'coordinates': [141.35026688, 43.05422741]}, 'place_id': '13fbcf4150ce380c'}
2020-03-08T11:01:56.000Z	1236608083280801793	ブログ更新しました！！『休日出勤』お手数ですがホームページからブログにアクセスお願いします😊https://t.co/zNA2oiu06g#ガレージブレイブ#garagebrave#アメ車#札幌アメ車#札幌アメ車修理#札幌アメ車車検#札幌アメ車整備#札幌アメ車専門店#札幌アメ車カスタム https://t.co/LbLf9xiZJo	{'place_id': '2446080129c66346'}
2020-03-08T10:58:18.000Z	1236607168863817728	池上さんだから聞きたいです！自分は札幌に住んでいます。緊急事態宣言で外出が規制されていますが、このままの状態が続いていくことに逆に不安になります！今、本当に必要な事は何だと思いますか？#池上特番	{'place_id': '76de02149cf1f468'}
2020-03-08T10:36:50.000Z	1236601764746391552	2日間の苫小牧、室蘭のプチ旅、とっても楽しかったのです♪レトロな雰囲気が残るボウリング場にぷらりと寄ったのも、それはそれで旅のいいところ♪スコアは、あまり伸びなかったのです…。キュンちゃん、また一緒にお出かけしようね(´∀｀*)#キュンちゃん https://t.co/UHIHK2xhSg	{'place_id': '13fbcf4150ce380c'}
2020-03-08T10:34:13.000Z	1236601106618134529	今日私が、出勤すると店長が、朝Twitter見てお買い物きてくれたよ〜と報告が、ありました。ありがとうございます(^-^)外出できない状況で、来店が、できない方や遠方の方　　電話注文やネットショップもやっています。お気軽にお問い合わせ下さい♪#新千歳空港#販売 https://t.co/hDdJJ3Ue9j	{'place_id': 'aedee7b3bd878532'}
2020-03-08T10:24:14.000Z	1236598595630936064	@bananafish97hkg 凍死しそうになりました！笑笑でも来た甲斐がありますね！私も何十年行ってませんね！今度香港へ旅行するに行きましょう！	{'place_id': 'bf88b4fa5b342b64'}
2020-03-08T08:55:21.000Z	1236576227441258497	旅行業界の末端の者として言わせてもらうが、自覚症状があるのにキャンセル料が惜しくて無理矢理参加するようなヤツは客じゃねぇ。そいつは病人であって、行くべき場所は旅先じゃなく保健所か病院だ。 https://t.co/BtXY7oGefL	{'place_id': '2446080129c66346'}
2020-03-08T08:16:48.000Z	1236566525034680320	なんか久々に晴れ晴れした気分で出勤するんだけどこう言う時って気がそぞろで仕事終わらないマンになるんだよな。むしろ一昨日のテンションダダ下がりの時は集中力凄くて一瞬で終わるんだが。	{'place_id': '13fbcf4150ce380c'}
2020-03-08T08:08:46.000Z	1236564503916982273	外出控えてましたが少し位、許してもらってラー活🎶ここの油そば やっぱり旨✨溜まってたポイントと店特製Tシャツと交換したゎ大切にしよう( ´∀｀) https://t.co/JbHnjwVcvQ	{'place_id': '0fc39e95ac14c001'}
2020-03-08T07:53:32.000Z	1236560671182974977	不要不急の外出を控えろと誰かが言っていたので、久々にヴェールボアさんにでも行こうと思って小樽まで来たものの、Instagram見たらなんとお休みとな(･_･;)途方に暮れていつものローソンに来たんだがさてどうしたものか。とりあえずJAFのお金払ってこよう( ﾟｰﾟ)の https://t.co/hEIDszMn7v	{'place_id': '07d9dac178486001'}
2020-03-08T07:51:09.000Z	1236560071145881600	@murakumo_502jfw 正直マスク疲れです、休みは外していたいなと。出勤時はまたします(苦笑)	{'place_id': '76de02149cf1f468'}
2020-03-08T06:11:22.000Z	1236534956714676224	@chukuchan421 お出かけ❓自分で入るんですねーかわいい❤️	{'place_id': 'c3821cfe8f16bdb6'}
2020-03-08T04:11:04.000Z	1236504683578937345	20代前半の頃に飲みに行ってた店では卒業と言えば、尾崎豊でも斉藤由貴でもなくA-JARIでした＃卒業Ａ-ＪＡＲＩ　卒業 https://t.co/0M0p0o8lWj @YouTubeより	{'place_id': '13fbcf4150ce380c'}
2020-03-08T03:51:09.000Z	1236499671373066241	初めての北海道で札幌旅行✈️ https://t.co/iwRlZISOht	{'place_id': '13fbcf4150ce380c'}
2020-03-08T03:33:43.000Z	1236495284097540096	不要不急の外出は控えて、と言うことで昨日からパソコン組んでたのだけど、メモリの規格が合わず急遽買い出しに。ついでに不足して大変らしいので献血も。でも意外にも献血ルーム混んでました。 https://t.co/JQpebEknso	{'place_id': '07d9c9a43e880000'}
2020-03-08T03:23:37.000Z	1236492742278053888	外出自粛要請の札幌ですがジッとしていても腹はへる…“喜心庵”さんにてたまごとじそば https://t.co/ritNl0LmZX	{'place_id': '0fc2d3198a141000'}
2020-03-08T03:13:29.000Z	1236490191616872448	コロナ、コロナ騒がれているけどガンガン外出してる愚か者な葉っぱです🍂🍂🍂 https://t.co/lSSov9Es0B	{'place_id': 'fe961fca5190a4d7'}
2020-03-08T02:27:36.000Z	1236478647822716928	急要の外出をする。	{'place_id': '424650fd9f1031ec'}
2020-03-08T02:27:18.000Z	1236478571033407493	コロナショックの影響でこんなに人のいない関西空港や千歳空港も初めての経験でホテルから外出しにくく、久しぶりの帰省がほぼ飲んで食べてなってしまった😭 https://t.co/ErFWklihKe	{'place_id': 'aedee7b3bd878532'}
2020-03-08T02:24:14.000Z	1236477798602039297	私も土日は外出控えてます！今の我慢が早くの終息につながるなら休み💤の日は趣味の読書でもして静かにしてるしかなさそうですしね〜💦早く春🌸になぁ〜れ🚙 https://t.co/6ldtJdw9Mf	{'place_id': '4d2b3083f504bceb'}
2020-03-08T01:05:53.000Z	1236458080331653120	因みにこの人電車乗ってきてからずっと携帯弄ってる😨😨😨	{'place_id': '13fbcf4150ce380c'}
2020-03-08T00:33:18.000Z	1236449879964045312	(´・ω・`)今年も春の本州旅行はお預けです。旅行解禁出来たら、行きたいとこは・横須賀市&amp;横浜市・呉市&amp;広島市・宮城県・山口県防府市・新潟県長岡市・神戸市&amp;赤穂市にしたい…。	{'place_id': 'fe961fca5190a4d7'}
2020-03-08T00:30:10.000Z	1236449093943099393	@ninomiy_1218 おはようございます。ですね！久々の外出でした〜	{'place_id': '13fbcf4150ce380c'}
2020-03-09T23:59:38.000Z	1237166186426761216	出勤 (@ もなみクリニック in Sapporo, 北海道) https://t.co/QnqHP83T1G	{'place_id': 'a357c591f3dabb3e', 'coordinates': {'type': 'Point', 'coordinates': [141.33182354, 42.99263075]}}
2020-03-09T23:56:14.000Z	1237165329819762688	遅番出勤2日目 36.1℃！昨日続いて最高気温は9℃ですが、今日は午後から雨予報。雪溶けが進みそうですね。今日は花を買って牛乳を買って帰ろう！(^O^)／#shigoto #sapporo #covid-19 #memo_2020 (@ 札幌駅 in 札幌市, 北海道) https://t.co/o6FGXimJZu	{'place_id': '13fbcf4150ce380c', 'coordinates': {'type': 'Point', 'coordinates': [141.350741, 43.068548]}}
2020-03-09T23:13:49.000Z	1237154653864783872	通勤中のマスク装着率(3/10)今日は8割強なイメージ(すれ違う人100人中20人未装着、JRの電車の同一車19人中3人未装着)休校延長やイベントの開幕延長など危機感増加か？JR北海道も停車中暖房を停止し換気を実施検温35.9度#コロナ #マスク #咳エチケット #札幌	{'place_id': '13fbcf4150ce380c'}
