1376309305452986372	[CLS]出勤（＠[UNK]駅－＠[UNK]練馬区，東京都）[UNK]：／／ｔ．ｃｏ／[UNK][UNK][UNK][UNK]Ｑ[UNK]	0
1376322743084417025	[CLS]返却忘れていたので、出勤前にポスト返却。（＠[UNK]図書館ｉｎ港区，東京都）[UNK]：／／ｔ．ｃｏ／[UNK][UNK]Ｗ	2
1376322414414422017	[CLS]＠[UNK]＿[UNK][UNK][UNK][UNK]さん[UNK][UNK]おはよう[UNK][UNK][UNK][UNK]の雨が[UNK]のようにいい天気になりましたね[UNK][UNK]今日は[UNK]なのですか！お気を付けて[UNK][UNK][UNK]（＊[UNK][UNK][UNK]＊）[UNK][UNK]＊お気に入りの[UNK]いいです[UNK][UNK][UNK][UNK]さん[UNK]センス良さそうだから[UNK][UNK][UNK][UNK][UNK]	0
1376322185883570177	[CLS][UNK][UNK]な[UNK]、[UNK]です[UNK]！[UNK]金曜日から明日まで“[UNK]連続”時差出勤前のモーニング[UNK][UNK]！我が[UNK]べきホークス[UNK]のみならず、タイガース[UNK]も[UNK][UNK]発進[UNK]！いい感じで[UNK]が[UNK]て、こちらも今年は楽しみがありますね[UNK]！年度[UNK]になる[UNK]も、[UNK]お願い[UNK]ます[UNK]！[UNK]：／／ｔ．ｃｏ／[UNK][UNK]	0
1376321626644443138	[CLS]移動の多い仕事柄、ＡＮＡには長年本当にお世話になっています。人の移動が大きく減って、[UNK]と思うけど、応援しています。今の状況が[UNK]、旅行も行くし、地方の仕事も増やすよう[UNK]、たくさん飛行機乗って、ちょっとでも貢献するから、何とか厳しい状況を[UNK]ほしい。[UNK]：／／ｔ．ｃｏ／[UNK][UNK][UNK][UNK][UNK]	1
1376320529901084672	[CLS]今日は代理店に移籍してゼロから教えて[UNK]担当者の異動による[UNK]会の為に電車通勤。別れの春。別れの季節ですが出会いも欲しい。別ればかりでは[UNK]すぎる。	2
1376320382798594049	[CLS][UNK]出勤。（＠[UNK]番線ホームｉｎ狭山市，埼玉県）[UNK]：／／ｔ．ｃｏ／[UNK][UNK][UNK][UNK]ｓ	2
1376319995857182721	[CLS]仙台市の地下鉄って、[UNK]広告ってあまりないんだけど、都内の電車は[UNK][UNK]会社の広告が出ててすごいな	1
1376319098309668867	[CLS]おはよう[UNK][UNK]今日って…もしかして暑い？天気予報を見ずにの出勤途中なのですが…これは…上着の選択を[UNK][UNK][UNK]暑い[UNK]月曜日！[UNK]週間のはじまりですね！[UNK]も[UNK]お願い[UNK]ます[UNK][UNK]良き[UNK]日、良き[UNK]週間を〜[UNK][UNK]	0
1376318669404299266	[CLS]緊急事態宣言[UNK]からか、人身事故も起きているからか、電車が満員。満員電車[UNK]久々に電車が[UNK][UNK]でちょっと後ろの人に[UNK]ってなってしまった時に[UNK]顔で押し返されて[UNK]思いをしたｗわざとじゃない[UNK]。わたしもだけど、コロナ禍を経てみんな満員電車スキル下がってるよね[UNK]	1
1376318542593728515	[CLS]仙台から[UNK]を着てきたんだけど、今日の都内での外出に[UNK]な	1
1376318493772111872	[CLS]池袋へ出勤。豊島区はレベル[UNK]？電車は満員です（＾＿＾；）	0
1376318166226280453	[CLS]間隔が空きましたが、久々に出勤途中にヤクルト日本橋センターに[UNK]し、ヤクルト[UNK]を買いました[UNK]＃ヤクルト＃人形町	1
1376317106791194625	[CLS]春休みか時間か電車は空席あり。	1
1376316678825418753	[CLS]このパターンは[UNK]出勤し、[UNK]少なすぎて上がり！[UNK]あって[UNK]	0
1376315859438735363	[CLS]＠[UNK][UNK]従って、[UNK][UNK]症状のある者は旧型コロナ、インフルエンザ[UNK]、インフルエンザＢ型[UNK]に感染の可能性があるので、なるべく外出しない、マスク着用をする等の注意をする必要がある。	2
1376315403975028736	[CLS][UNK]から電車遅延…[UNK][UNK]中山行きの字幕、初見かも。[UNK]：／／ｔ．ｃｏ／[UNK][UNK][UNK]	2
1376315345019957250	[CLS]東京の朝の電車とか[UNK]下りだからまだ[UNK]か？	2
1376315122780540935	[CLS]電車[UNK]遅延してて草	2
1376315036709220352	[CLS]ＡｐｐｌｅＭｕｓｉｃインストールしたら通勤時の電車が[UNK]なった[UNK][UNK]音楽って[UNK]って話し[UNK]	2
1376314596819042306	[CLS]おはよう[UNK]！[UNK]まで降っていた雨も[UNK][UNK][UNK]ここは埼玉の[UNK]です。窓を開けると[UNK]が暑い[UNK]今日はなんと[UNK]度位まで上がる予報[UNK][UNK][UNK]は金曜日からオフ会やデートで[UNK]日連続外出。疲れも出てきたので今日明日は完全オフ[UNK][UNK]に負けるな[UNK][UNK][UNK]：／／ｔ．ｃｏ／[UNK][UNK][UNK]	2
1376314460189597698	[CLS][UNK][UNK]の日[UNK][UNK][UNK][UNK]スタンプカードのポイントが[UNK]倍です！出勤スタッフ／佐藤、西村ご[UNK]お待ちしております[UNK][UNK]：[UNK]－[UNK]－[UNK]＃[UNK]＃イオン＃千葉＃船橋＃[UNK]＃[UNK]＃[UNK][UNK]＃[UNK]＃[UNK]船橋店	0
1376314359614369792	[CLS]出勤前に浅草寺へ。舞台と家族の無事を報告と[UNK]。[UNK]：／／ｔ．ｃｏ／[UNK][UNK]	0
1376314331835420675	[CLS]おはよう[UNK]。[UNK]に行く子供達と[UNK]に行く若者で電車が[UNK]る。春休みだね。	0
1376313415963004931	[CLS]電車で[UNK]人滝汗[UNK]で[UNK]息[UNK]る	2
1376312200994820103	[CLS][UNK]スーツの男性の[UNK]持ってるほうの腕時計、[UNK]日の[UNK]：[UNK]で針[UNK]る。それは時計しない方がいいんじゃないか？と思う満員電車。	2
1376311552014385152	[CLS]ハッピー、ラッキーと出勤[UNK]月曜日朝の京葉道渋滞してます。[UNK]：／／ｔ．ｃｏ／[UNK][UNK]	0
1376310792132325380	[CLS]今日は[UNK]日。徒歩で行くと[UNK]分かかる職場を電車で行こうとすると、事故遅延に見舞われ易い。	2
1376310786813927424	[CLS]朝の通勤時間帯の電車は混雑しているかな？と思って、[UNK]ポイントからモバイルＳｕｉｃａグリーン券に交換しておいたのだけど、普通車も[UNK][UNK]いて、グリーン車はほぼ[UNK]の空き具合であった[UNK][UNK][UNK]：／／ｔ．ｃｏ／[UNK]	1
1376310409506918406	[CLS]電車遅れてるし…	2
1376309686249553920	[CLS][UNK]、まだ[UNK]の調子良くない！電車、、駅に降りてトイレに駆け込むにかい	1
1376309587733737475	[CLS]今日も[UNK]出勤してる[UNK]	1
1376293208343244803	[CLS][UNK]もはじまりましたねまた[UNK]週間[UNK]ましょう[UNK]は昼勤務です今から出勤[UNK]おはよう[UNK][UNK]（＊[UNK][UNK]‘＊）[UNK]	0
1376308999382007808	[CLS]おはよう[UNK]♪[UNK]は[UNK]で空気が[UNK]るのと気温高い[UNK][UNK][UNK]なのに[UNK]ます。年度末が近くなって電車もコロナ[UNK]と同じくらいに人も増えてました。換気[UNK]で年度末も[UNK]いきましょう[UNK]場所：[UNK]－[UNK]，[UNK]，[UNK]：／／ｔ．ｃｏ／[UNK]	0
