1224047319311499264	[CLS]人は止まる事はできるが、電車も車も急には[UNK]ません[UNK]駅では必ず[UNK]の内側でそして信号機では必ず青信号であっても右・左・右を確認してから横断しましょう[UNK][UNK]	2
1224119124617359360	[CLS]電車降りるときは一番近い扉から[UNK]。階段近い扉に[UNK]な分散しろ馬鹿。降りるのが先とか言うならなる早で[UNK]。	2
1224117295426850819	[CLS][UNK]〜[UNK]時間くらい歩いても[UNK][UNK]のに、どうして電車で[UNK]時間立ち[UNK]と[UNK][UNK]のだろう。	2
1224116925543768065	[CLS][UNK][UNK]：[UNK]→[UNK][UNK]：[UNK]・サザン[UNK]号。岬町で仕事なので南海電車の客となる。[UNK]も長くなりそうだ、[UNK]。[UNK]：／／ｔ．ｃｏ／[UNK][UNK][UNK][UNK]Ｐ[UNK]ｘ	0
1224116550409408515	[CLS]おは[UNK][UNK]Ｔｗｉｔｔｅｒ歴[UNK]日[UNK]は[UNK]名と知り合いました[UNK]ありがとう[UNK][UNK][UNK][UNK]，[UNK]名[UNK][UNK]，[UNK]名ポジ活で実現[UNK]・がん完治・収入の柱増・家族と笑って生きる[UNK]月の目標は[UNK][UNK][UNK]食事改革[UNK][UNK]収入[UNK][UNK]勝率[UNK]％[UNK]怒らない家族旅行の計画[UNK][UNK][UNK][UNK]	0
1224114968724832256	[CLS]扉が多い通勤電車なぜいま消えているのか？乗降時間短縮に効果の[UNK]しかし…（[UNK]ニュース）－Ｙａｈｏｏ！ニュース[UNK]：／／ｔ．ｃｏ／[UNK]	1
1224114614654271489	[CLS]これ、座礁を軽視しています。自動車の暴走死傷事故や電車の脱線事故や航空機の墜落事故などをモチーフにしてるのと同じことですよ。	0
1224113674698162178	[CLS][UNK]さん[UNK]の辛すぎ…毎回[UNK]ないか確認したのに[UNK][UNK]旅行中にも厄がついてきてる[UNK][UNK]通販[UNK]また[UNK]追加で[UNK]………	2
1224112007902683138	[CLS]朝[UNK]時前にいま仕事終わったと電話が、、、[UNK][UNK][UNK]時には起きるから電車[UNK]起こしてって言われたけど、、[UNK]すぎる[UNK]	2
1224111690561867777	[CLS]出勤[UNK]（＠自宅（新居）ｉｎ京都市，京都府）[UNK]：／／ｔ．ｃｏ／[UNK][UNK][UNK]	2
1224111054893936640	[CLS]＠[UNK]＿[UNK]＃[UNK]＃[UNK]を継続的に飲んで毎日元気始めます！スーパー[UNK]オリジナル[UNK]カードｏｒ旅行券当選に期待です！	0
1224110493192736768	[CLS]マジモンの満員電車初めてみた田舎もん[UNK]ブルッ[UNK]	2
1224110341954490368	[CLS]＠[UNK][UNK][UNK][UNK]これは[UNK][UNK]、近鉄電車で[UNK]時間[UNK]かけていくん[UNK]、特急使わんと急行だけで行くねん、近鉄特急とか新幹線とか[UNK]高いからな	2
1224108191203512320	[CLS]＠[UNK]毎日電車通勤なのでマスクなしは[UNK]です[UNK]魚食べてたら免疫つくんですか？	1
1224107936621846533	[CLS]また[UNK]週間が始まりました。そして[UNK]月。出勤日数が少ないから[UNK]ないようにし[UNK]。	0
1224106869993508866	[CLS]今日から変則出勤か[UNK]かも、今日はいつもの番線じゃない・・・覚えること[UNK]・・・	2
1224102775702687746	[CLS]「[UNK]月」いつもの月曜日、通勤電車のラッシュが始まる。車内は[UNK][UNK]、[UNK]と言う電車の走る音とどうでもいいことまで[UNK]車内放送だけが[UNK]。乗客はみんな[UNK]いる。マスクをしてる人が半分以上。[UNK]より怖い奴が現れてたった[UNK]週間、[UNK]月を無事に過ごすことができるのか？	2
1224096776153485312	[CLS][UNK]ね、電車ちょうど来た	1
1224093502243368960	[CLS][UNK]だから三宮から阪神電車に乗って奈良に足伸ばすか．．．	2
1224091303027150850	[CLS][UNK]年前の今日生まれました（＾＾）仕事お休みならいいけど、もちろん出勤です（（（＾＾；）	0
1224089577616371712	[CLS]早朝出勤の機械立ち上げで朝からチューブ入りの[UNK]を[UNK]とか[UNK]だぜ…（[UNK]・ω・[UNK]）[UNK]：／／ｔ．ｃｏ／[UNK][UNK]ｅ	0
1224087742314774528	[CLS]おはよう[UNK]。[UNK][UNK]旅行したら身体[UNK]で[UNK]ｗ調味料は減らしたくないけどもう少し荷物[UNK]かな？	1
1224085034203631616	[CLS]私が投票したのはこの色！[UNK][UNK]色の[UNK]を[UNK]／フォロー＆投票するだけで抽選で豪華旅行が当たるキャンペーン中！[UNK]：／／ｔ．ｃｏ／[UNK][UNK][UNK][UNK]＃[UNK][UNK]＃ネーム[UNK]＃ネーム[UNK]＿ブラック	0
