2021-02-21T23:58:42.000Z	1363639313473232896	出勤！！え？胃腸炎？治ってないですよ？←	{'place_id': 'a1383746d9e64c93'}
2021-02-21T23:57:46.000Z	1363639078747467777	昨日のライブのアーカイブを聴きながら出勤 #eufoniusONLINE	{'place_id': '5f8778ba4121fee9'}
2021-02-21T23:57:42.000Z	1363639062268047362	辻井伸行さんのコンサートに行きたい！東京のチケットはすぐ完売なのかなー。今年は絶対行きたい！！	{'place_id': '4ad3383e25ac98d9'}
2021-02-21T23:56:53.000Z	1363638856696823810	今日は暖かいので、出勤前エクセルシオールは「Ｌ・アイスコーヒー」(税込み458円)♪シンプル・イズ・ベスト！！ https://t.co/mX6OCHLSPQ	{'place_id': '0fc88de23dd4f000'}
2021-02-21T23:55:15.000Z	1363638446233845760	@8IgYBXaa9pXACmM 先生おはよう➰☀️外出先だけどね😹✌️怖がっとったよ〰️🤣🤣 https://t.co/RjpZBpaaL7	{'place_id': '5f3279ed753778b7'}
2021-02-21T23:54:57.000Z	1363638372967714818	おはよう。昨日の駅ポスターの件から財閥企業調べをしてたら、自分は三菱系に憧れてるけどコッテコテな芙蓉系の人だということが判明。電車は東武で、保険はSJNKと明治安田で、家は大成(系)である。あ、元社長が富士銀出身というおまけもついてる。これはもう、10点満点で何点？(日立も芙蓉系)	{'place_id': '76c498282a5a7997'}
2021-02-21T23:54:20.000Z	1363638215907835904	おぴゃー！🌞今日も自分の「快」だけをえらんでいくんやで！＼＼\\٩( 'ω' )و //／／出勤直前に部屋のものの位置の変更のアイデアを思いつき実行したやで(〃ω〃)	{'place_id': '4c1c4868f96634ed'}
2021-02-21T23:54:07.000Z	1363638162740768768	モンゴルは、2週間ゲル生活してとても思い出深い。新婚旅行のひとつとして行きたかったけど、コロナで諦めた https://t.co/v1q8sT6gEW	{'place_id': 'f7c22e0cf7b3af2b'}
2021-02-21T23:53:40.000Z	1363638046302736384	60円突破🎉🎉恐らく今週から来週辺りが売り場になるでしょう！とりあえず明日から旅行行きながら来月の旅行の行き先考えます。 https://t.co/Nl0Pg8wHBr	{'place_id': '5c43b25fece122d2'}
2021-02-21T23:51:27.000Z	1363637490079260672	昨日の余韻をひきずりながらも頭切り替えていかないと仕事に集中できないから今日は音楽聞かないで出勤。ビシッとキメて明日を迎えるぞ。	{'place_id': '61774861ea700565'}
2021-02-21T23:50:55.000Z	1363637354863357954	電車内で『NieR Re[in]carnation』を遊んでいたら、隣に座っていた綺麗な女性がめっちゃ僕のiPhoneを覗き込んできたので、そちらを向いたら、彼女も同じゲームをしていたの図#NieRReincarnation https://t.co/cS4g3p0J2n	{'place_id': 'f05d4b0cfac65c65'}
2021-02-21T23:49:55.000Z	1363637106501844993	暖かい朝、1両に20人の電車、すでにいつもの風景。新しい日常。	{'place_id': 'b41f5dcb002a1886'}
