2021-05-09T23:51:27.000Z	1391541354753298435	休日出勤 (@ 大袋駅 - @toburailway_jp in 越谷市, 埼玉県) https://t.co/W7W35ePKHO	{'coordinates': {'type': 'Point', 'coordinates': [139.77789285, 35.92443771]}, 'place_id': '5c43b25fece122d2'}
2021-05-09T23:50:16.000Z	1391541056282370048	5月10日(月)仲良く凸凹コンビ出勤中まさかずママきすけ感染防止対策徹底して営業中窓を全開にして換気中06:00-15:00鏡月3000円飲み放題スタッフドリンク1杯1000円 https://t.co/zogDPTd7RE	{'place_id': '0ba6bd39cf971007'}
2021-05-09T23:49:35.000Z	1391540886702632962	出勤。 (@ 入曽駅 - @seiburailway in 狭山市, 埼玉県) https://t.co/7RuTXH3CMl	{'coordinates': {'type': 'Point', 'coordinates': [139.42701385, 35.83249794]}, 'place_id': '2e6e669592f1353f'}
2021-05-09T23:45:26.000Z	1391539843419631620	朝の電車は随分と人が戻ってきたようで。座れるのでいいけど	{'place_id': '28b9063fdce43645'}
2021-05-09T23:45:02.000Z	1391539740634013696	めっちゃ電車混んでますね。緊急事態ってどっかに動員されるためのものでしたっけ？	{'place_id': 'faab662cb34cf04f'}
2021-05-09T23:41:41.000Z	1391538897956573186	おはよう御座います。出社します。久々の東京の電車怖〜 (@ 京王 下高井戸駅 - @keiodentetsu in 世田谷区, 東京都) https://t.co/byvPHdNqVe https://t.co/sI1ya5cvPh	{'coordinates': {'type': 'Point', 'coordinates': [139.64085, 35.666134]}, 'place_id': '1b0cfebe3424e14f'}
2021-05-09T23:41:02.000Z	1391538735641108481	おはようございます🌞今日からGW後の本格復帰という方も多いのではないでしょうか。出勤は気が進みませんが、五月病にならずに頑張りましょう😆#今日の積み上げ ✅ブログ更新✅読書✅英単語 勉強今日もよろしくお願いします💪#おは戦30510mm#ブログ初心者と繋がりたい#ブログ書け	{'place_id': 'ae10e4565c20a69b'}
2021-05-09T23:40:55.000Z	1391538703139442692	皆さんおはようございます❗☀実は昨日も、クレーム対応で出勤してました…😢GWの社畜生活から開放されてやっと、休日の朝🌄を迎えられました❗😆さてさて、何処に行きますかねぇ〜 https://t.co/IRrbCYKwWN	{'place_id': '0ec36a1806d5e000'}
2021-05-09T23:37:46.000Z	1391537912051757058	おはようトーキョー！今週は5日平日だ。今日は出勤、電車は肩と肩が触れ合わないくらい、そんなには混んでないかな。	{'place_id': '0fd33386c57b038a'}
2021-05-09T23:37:25.000Z	1391537823002464257	12連休明け、久々の出勤！さすがに緊急事態宣言中だからかメトロは空いてる。#緊急事態宣言中だけど#テレワークばかりはできない	{'place_id': '28b9063fdce43645'}
2021-05-09T23:35:52.000Z	1391537435004194820	@mitsuki_endo みっちゃん🤘🤡🌟おはようございます‼️本日は出勤日です‼️	{'place_id': '4c1c4868f96634ed'}
2021-05-09T23:33:17.000Z	1391536784136314880	朝寝坊して、落ち着いてご飯食べて、、、？あら？今日は夕方から出勤だったことに慌ててカレンダーを見つめて朝ドラ見て、もう一眠りしようと朝風呂入って、落ち着きましたww＃ｲﾑ様 見てた時は相当焦ってたのは内緒（笑）というわけで連休も終わり、気がつけばもう夏はそこまで来てるのかな？ https://t.co/rQpBOLJ660	{'place_id': '95484b83e4708f58'}
2021-05-09T23:33:15.000Z	1391536775961604098	軽トラで学校に出勤。写真は例のねこ https://t.co/1turq9pqaR	{'place_id': '920d3a170bebcb1a'}
2021-05-09T23:32:47.000Z	1391536659406016512	おはようございます☀2021年5月10日(月)スタートですね😆長い夢のような期間が終わりました…現実に戻りましょう😆笑今朝のモーニングはハムたまごサラダ☕緊急事態宣言が延長されました…でも電車は満員…😅皆さま、感染には十分注意して今週も楽しくまいりましょ😊✨ https://t.co/BaZeCvpyoT	{'place_id': '11707f8710d57000'}
2021-05-09T23:32:47.000Z	1391536656490979333	考え事してたら一睡もせず朝を迎え、電車乗ってる……🚃既にもうむりwww	{'place_id': '7ee61f505fdfdf5c'}
2021-05-09T23:29:55.000Z	1391535937541132291	週に1度の出社…普通に満員電車ですね(；´_ゝ`)これもう感染リスクあるけど普通に暮らしましょー宣言に切り替えた方が良くないかな？#緊急事態宣言	{'place_id': 'afd2dbc6df82cca8'}
2021-05-09T23:27:30.000Z	1391535329677434883	甘ったるいコーヒー+シンナー+揺電車のれこれは流石にキツい…	{'place_id': '33b6dbea26d0c6df'}
2021-05-09T23:26:53.000Z	1391535172386922496	今日の出勤日はめっさ荷物が多いのでリュックが山小屋泊鉄板入りくらいの重さになってて愉快。中身はリュックの半分以上を埋め尽くすリンゴジュースじゃよ。	{'place_id': 'dcc2630623880f96'}
