2020-10-11T23:57:29.000Z	1315441422422740993	きょうも元気に出勤☀️🚃👔10月12日(月)曜日。おはようございます😊 (@ 晴海トリトンスクエア - @harumi_triton in 中央区, 東京都) https://t.co/M6yOHBOMTC https://t.co/P1Hfu3hxn7	{'coordinates': {'type': 'Point', 'coordinates': [139.782369, 35.657507]}, 'place_id': '735b6f2b933efaf6'}
2020-10-11T23:55:12.000Z	1315440849346465792	さて出勤	{'place_id': '0d8054846be7f7be'}
2020-10-11T23:54:12.000Z	1315440598187343872	今朝暖かいなと思ってシャツプラス下にTシャツで電車乗る頃は汗が垂れてたんだけど、普通に防寒着みたいの着てる人も居て愕然とした。	{'place_id': '307c68972fd1dc20'}
2020-10-11T23:53:53.000Z	1315440517837017089	出勤前の船橋港 #デコトラ 🚚 https://t.co/T1T4joXh44	{'place_id': '0fc26db06395e000'}
2020-10-11T23:53:24.000Z	1315440393404641280	にしても、東海道線の影響だと思うけど、都内の電車が空いてて草	{'place_id': '594fa6c6bc5b5ba9'}
2020-10-11T23:47:53.000Z	1315439005660581888	お出かけ〜 (@ 本川越駅 - @seiburailway in 川越市, 埼玉県) https://t.co/vUrYZV6Pej https://t.co/LF8r5sLpFJ	{'coordinates': {'type': 'Point', 'coordinates': [139.48114794, 35.91407331]}, 'place_id': 'e60fb4e164191d47'}
2020-10-11T23:47:35.000Z	1315438929844133888	おはようございます☆出勤してます！次回は10:00～のご案内可能です☆今日も1日よろしくお願い致します🥺✨	{'place_id': '32049a95db695cb8'}
2020-10-11T23:45:08.000Z	1315438316444020738	羽田空港までの電車で椅子に座りたい時に、青物横丁で降りそうな顔をしているおじさんを見つけるゲームで負けたことがない。	{'place_id': '4ad3383e25ac98d9'}
2020-10-11T23:44:31.000Z	1315438159992217600	朝は余裕持って出勤したいけどいつもバタバタ😂今日も駆け込み乗車でした🤦‍♂️いつもより早く起きたのに結局いつもと同じ。。なんでや😩	{'place_id': 'f1299e526e0cc34d'}
2020-10-11T23:43:38.000Z	1315437936125440000	おはようございます😊今朝はこれ聴きながら出勤です！LIVE‼︎ / YNGWIE MALMSTEENマッツ・レヴィンの声好きです👍そしてこのツアー、あの事故がなければコージーがいたんだよな…😢 https://t.co/O8EoFacFCT	{'place_id': '4c1c4868f96634ed'}
2020-10-11T23:38:51.000Z	1315436732725121025	Go to eat、go to トラベル、利用できない人だってたくさんいるんだから国民に公平に配って欲しい。商品券旅行券はやめてね。特定の会社から購入するんだろうから。	{'place_id': '27b43920b8b63188'}
2020-10-11T23:38:19.000Z	1315436598650003456	@GlobalElephants 象の聖域に人間の利益の為に侵食した結果の犠牲でしょう⁉️感電死や電車に依る事故が無くなる事を願う😢🐘🐘🐘	{'place_id': '7efb0fd5276fdda5'}
2020-10-11T23:38:07.000Z	1315436548398043136	おはようございます、電車で思わず声が出て赤面😅 https://t.co/DZdRWZezEP	{'place_id': '77173905596af4ab'}
2020-10-11T23:37:01.000Z	1315436272417038336	10月12日(月)出勤情報12:00ゆめの、えりな、あゆな、きょる16:00ゆりか17:00らい17:30みくり18:00さえ、みう↓ラスト↓18:00なぎさ、わか19:00みおな、ののか20:00みーみ、あいり、まな、しき21:00あやか、まなみ、りぼん22:00ねろ、ちあき https://t.co/qXqCxatfSw	{'place_id': '27b43920b8b63188'}
2020-10-11T23:36:33.000Z	1315436156310507521	うぉおおい！東海道線さんよぉ！韓国側の海の名称のような電車の東海道線さんよぉおおお！なじぇ止まりますか！아~씨...쯧..	{'place_id': '1df8c91136c4c140'}
2020-10-11T23:32:49.000Z	1315435214005366784	電車内だけど物凄い香水の匂い(´；ω；｀)サンフランシスコで乗ったUberの車よりも臭い…	{'place_id': '7ee61f505fdfdf5c'}
2020-10-11T23:32:20.000Z	1315435093695975425	10月12日(月)出勤情報12:00ゆい、もも、なお14:00るか16:00るる17:00ほの18:00ひなた↓ラスト↓19:00みく20:00れあ、ひより、かな、あいさ、らいか https://t.co/MqK9PNxcUY	{'place_id': '27b43920b8b63188'}
2020-10-11T23:31:25.000Z	1315434863017644032	@chacha750213 本当は群馬旅行の予定だったんだけど、台風が接近したから、予定変更して帰省することにしたの( ´∀｀)	{'place_id': '7ee61f505fdfdf5c'}
2020-10-11T23:30:31.000Z	1315434635766112256	@teketeke_o_o @douji_yama @TARU2_stomach 山手線はラッシュ時２分おきに電車来るし…それなのにひどいわんさかいるし…それが当たり前だと思ってた💧	{'place_id': 'de733ecbe94a943c'}
2020-10-11T23:27:41.000Z	1315433924772851712	東海道線の人身事故で電車動きません、今は乗り入れ乗り入れだから遠くても影響出るね。遅刻かな？	{'place_id': 'ed6aab19d7f13910'}
2020-10-11T23:27:29.000Z	1315433872620806145	冗談抜きに7ヶ月ぶりの満員電車かもしれない　改めて異常な光景だこれ。。	{'place_id': '61774861ea700565'}
2020-10-11T23:25:10.000Z	1315433291810574344	エア出勤。 (@ Tully's Coffee - @tullys_jp in 市川市, 千葉県) https://t.co/w94iCoJtUM https://t.co/v2MrqfFkA1	{'coordinates': {'type': 'Point', 'coordinates': [139.92801793, 35.72055102]}, 'place_id': 'db215c78c59027e4'}
2020-10-11T23:24:41.000Z	1315433168263020545	おはようJAPAN😊🤚🏻出勤しまーす#ちょうどいいラジオ	{'place_id': '391c9198c36b053c'}
2020-10-11T23:24:37.000Z	1315433149606760448	@aietoTBS 愛ちゃん、おはようございますいつもの習慣で出勤していないでしょうね😀ひるおびは、後輩にお任せして、ゆっくりお休みくださいね。	{'place_id': '0fd33386c57b038a'}
