2020-08-16T23:58:03.000Z	1295147846459699200	電車久しぶり。長ズボン暑きことかな。 (@ 本郷台駅 - @jreast_official in 横浜市, 神奈川県) https://t.co/fTLygto0Nv	{'coordinates': {'type': 'Point', 'coordinates': [139.55058772, 35.36748913]}, 'place_id': 'a24531308a92ae15'}
2020-08-16T23:57:49.000Z	1295147786438995968	おはようございます☺お盆明けはお昼前の出勤です。深谷→上尾ホームセンター集荷倉庫作業になります。今日も暑くなりますが、無理せずご安全に❗今週もよろしくお願いします😁	{'place_id': '124cf982b30781ca'}
2020-08-16T23:57:47.000Z	1295147778696339456	@HappyTravelerwK @maenomelife 旅行用の単焦点はパワーワードでは(笑)	{'place_id': '451617631d24d98c'}
2020-08-16T23:57:35.000Z	1295147725315399680	@jf1yab 元に戻らりましたか～私は明日現場立会があり出勤です～京葉線ですが🐭ランド有るし混んでそうです😅	{'place_id': '41d9dd520c812894'}
2020-08-16T23:56:07.000Z	1295147358523555840	今朝から駅も電車も人が増えていた。高速渋滞しないしや新幹線もガラガラだったけど、世の中はやっぱりお盆休みだったんだと再認識。	{'place_id': 'bcf7dca0cae1c2e6'}
2020-08-16T23:54:25.000Z	1295146929739845634	お暑うございます気の乗らない盆明け出勤（普通の週末でしたがね）It's hot Don't feel relieved, work at the end of the Bon(It was a normal weekend though)#本日のハンカチマスク は #トラサルディ #todayhandkerchiefmask is #trussardi #コロナ関連 #sarscov2 https://t.co/SQ6lmzJRU3	{'place_id': '1b0cfebe3424e14f'}
2020-08-16T23:54:10.000Z	1295146866644926464	@komattaradio そうですね、国土交通省による電車バスの縛りが露骨です。毎日繰り返される駅アナウンスで、ウイルスがそこら中に蔓延してると催眠術をかけられていますね。	{'place_id': 'a35b6b4421e1a506'}
2020-08-16T23:54:01.000Z	1295146830653566976	外はめっちゃ暑いけど電車は寒すぎる、、、	{'place_id': '1df8c91136c4c140'}
2020-08-16T23:50:08.000Z	1295145853468975104	【妄想旅行②】ベトナムではバイクや自転車に原型が分からなくなるくらい籠やホウキ、鳥籠をなど色んなものを大量にくくり付けて、普通に移動していたりします。😵… https://t.co/A1RAxP0vyE	{'coordinates': {'type': 'Point', 'coordinates': [139.68773961, 35.62880279]}, 'place_id': '451617631d24d98c'}
2020-08-16T23:49:28.000Z	1295145683414990848	お盆明けだからなのか、朝の通勤電車、人がいきなり増えた感じがする。	{'place_id': '28b9063fdce43645'}
2020-08-16T23:48:43.000Z	1295145495237505025	久しぶりに出勤してる。電車の座席空いているのに座らずたっている人が多いです。ソーシャルディスタンス？以前儒教の国の外国人に聞かれましたなぜ日本の老人は電車で席を譲ったら嫌な顔ををするの？私の国なら「ありがとう」って感謝してくれるのに…こんな会話を思い出した🇯🇵🗻🗼	{'place_id': '9e90e75cb1e1e525'}
2020-08-16T23:48:03.000Z	1295145326609698816	夏休み明けで一週間ぶりの仕事🏥ちょっと憂鬱な気分を、朝からピンクの電車🚃がウキウキ⤴️⤴️⤴️にしてくれたよ〜😊また、今日からがんばろ〜😘❤️👍 https://t.co/lUzVEpYi7M	{'place_id': '07d9e3b1a9c82001'}
2020-08-16T23:47:17.000Z	1295145135454294016	これからとしまえん行くのですが来た電車がサンリオだった https://t.co/TgEbibot7U	{'place_id': 'b9351bbc6fc4189d'}
2020-08-16T23:45:52.000Z	1295144778909196290	今日8月17日(月)と明日18日(火)は今週の出勤当番日です連日テレビ等の天気予報では熱中症🥵への警戒を促しておりますので皆様もご注意ください又特に用心するのは夜間就寝中と言うのも要注意ですね 場所: 目黒線 日吉駅 https://t.co/U4DYIj4gcZ	{'coordinates': {'type': 'Point', 'coordinates': [139.64687447, 35.55331965]}, 'place_id': 'dded92a2db180dd1'}
2020-08-16T23:45:38.000Z	1295144720063066114	おはようございます♪今日は晴れ雲が多めな横浜弘明寺(ぐみようじ)🌤今日からお仕事､学校始まったみたいですね！電車が混んでました(๑¯∇¯๑)|ωΟ｡)ｸﾞﾌﾌ頂いたにゃんこマスク♡テンション上がる✨プーアプーは明日､明後日18･19日は連休です♬今日も笑顔で(^o^)/#弘明寺 #美容室プーアプー https://t.co/immt2ntjSs	{'place_id': '07d9eae579c86000'}
