2021-02-14T23:59:14.000Z	1361102732774371332	恐怖と驚き。電車、、揺れないでください｡ﾟ(ﾟ´Д｀ﾟ)ﾟ｡ https://t.co/PoMxsE7xaR	{'place_id': '07d9e3a198085000'}
2021-02-14T23:58:38.000Z	1361102584413446148	#女性減少し下品な女増化粧品の進化で見たくれはいいが品のない女が激増！歩行喫煙、電車内で飲食や化粧、とこでも井戸端会議大坂なおみ素行の悪さ等等が目に余る！	{'place_id': '65b41c11aca77bdb'}
2021-02-14T23:56:25.000Z	1361102026441060357	僕はヘアサロン出勤の週二日か三日の受講だけど、週五日受講する美容師さんたちと3ヶ月後の知識や情報量が格段に違うから焦る https://t.co/3u7ksGdMFH	{'place_id': '18d30ff8086ed40c'}
2021-02-14T23:53:35.000Z	1361101310842445827	@ichinenantai おはようございます☔今日は湿気も凄くて暑いですよね💦雨なので久々に電車通勤したんですが、いつものチャリ通用の上着を着たら汗が😅人生ダラダラも必要です♪(私はいつもダラダラし過ぎww)	{'place_id': '7ee61f505fdfdf5c'}
2021-02-14T23:53:07.000Z	1361101195381641217	え、え、え？電車で前の人がVRゴーグル？	{'place_id': '594fa6c6bc5b5ba9'}
2021-02-14T23:50:08.000Z	1361100444634738689	現在、傘☂️が雨に打たれ、バチバチと、激しくなり、雨足が進行中！皆さん、出勤時に、気おつけて！ https://t.co/CxkFEiSxGg	{'place_id': 'b74d0f4a87a68c66'}
2021-02-14T23:50:02.000Z	1361100420660092933	@tomorina ともりなさん、ななかちゃん、おはようございます(°ᴗ°)雨ですが、寒くないのでちょっとマシ、かと思いきや電車蒸し蒸しです〜(°ᴗ°;)	{'place_id': '735b6f2b933efaf6'}
2021-02-14T23:46:53.000Z	1361099624338001920	ユニ着て出勤したかったが、さすがにやめたw今日在宅だったら確実にユニ着て仕事してたよ笑	{'place_id': '594fa6c6bc5b5ba9'}
2021-02-14T23:43:53.000Z	1361098869703012352	「#ハート型のつり革」記憶違いでしたら謝りますが昔、何かのテレビ番組の企画(？)で #銚子電鉄 さん(@choden_inubou)の電車に、ハート型のつり革をつけた車両が居たような記憶が……？ https://t.co/YJmh9jh1rY	{'place_id': '03060ba847e52dcd'}
2021-02-14T23:42:25.000Z	1361098501036249091	電車で具合悪くなってドトールで休んでる。思い当たるふしはいろいろあるけど、すべては気圧かね。	{'place_id': '5f8778ba4121fee9'}
2021-02-14T23:40:08.000Z	1361097925854588928	雨ひどい(´×ω×`)#湘南ライナー12号 で、出勤 https://t.co/LKnnuAq6Nl	{'place_id': '61774861ea700565'}
2021-02-14T23:39:09.000Z	1361097681917997058	この雨の日に渡されてまた明日出勤の時に持っていくのか…w	{'place_id': '1df8c91136c4c140'}
2021-02-14T23:36:53.000Z	1361097107738742789	おはようございます😊週の始まりは☔だけど、心は穏やか🍀今日は出勤までお家で💻作業。今日も予約入るといいな。今週もHappy&amp;Smileで♡	{'place_id': '32049a95db695cb8'}
2021-02-14T23:36:02.000Z	1361096896568119296	電車降りたら降ってたので、バスで来ました🐨	{'place_id': '5cf616c8f739cb2b'}
2021-02-14T23:34:46.000Z	1361096577150906370	@yuriwan0728 おはようございます☁️あいにくの 週始めに なりましたが、今週も😈コロナに気をつけて⚠️頑張りましょう‼️私は、これから🚃👮夜勤の為、まもなく🗼お江戸へ🏢出勤しまーす🚆🍀💺	{'place_id': 'f7d0d5bd6b472eaa'}
2021-02-14T23:29:56.000Z	1361095361008340993	私は最近はパンデミックで殆ど外出しません。情報収集はネットと「亡くなった方」からの話です。特殊な能力で、脳のレントゲン写真を撮ると構造が違う様でタイの大学病院で検査の際に教えて貰いました。古代から、死者との会話が出来るのは貴族として社会貢献するのが当たり前です。	{'place_id': '76c498282a5a7997'}
2021-02-14T23:28:51.000Z	1361095089150328832	息子の卒業式は出席出来ない事が判明💦残念💦そのかわり日帰り一人旅行の決定が決まりました✨目的地は東洋のモナコ（笑）楽しみ過ぎる☺️	{'place_id': 'bb7a59998ec7fdba'}
2021-02-14T23:21:22.000Z	1361093202850181125	@795takataka0513 25年🎵温泉旅行良いですよね～。奥さまもゆっくりできるし。早く、コロナの恐怖が去ってくれると良いのですが。😅	{'place_id': 'bb37a8ee6cb02856'}
2021-02-14T23:19:59.000Z	1361092857851912193	江戸小紋壁画見遣れば汽笛鳴る電車も吾も当駅始発 場所: 東京メトロ半蔵門線清澄白河駅 https://t.co/8Cc0VuvHCO	{'place_id': '4c1c4868f96634ed', 'coordinates': {'type': 'Point', 'coordinates': [139.7995759, 35.6820836]}}
