2020-03-08T23:59:48.000Z	1236803840604659712	みんな時差出勤につき、中央線は9時でも7時台並みの乗車率。効果低い…	{'place_id': '07d9db1328883001'}
2020-03-08T23:59:37.000Z	1236803790616948736	@kita162432 ほんとですか！！！なら可能性は否定できないですね、、、🥰出勤前で急いでたんでそれ見損ねちゃったんですよね、、、なんもつかなかったらもうセル注文しときたかったんですけど😭	{'place_id': '451617631d24d98c'}
2020-03-08T23:57:24.000Z	1236803234427101184	おそようございます。一応、時差出勤中です。。 https://t.co/4q7aX9iYGs	{'place_id': '77173905596af4ab'}
2020-03-08T23:55:33.000Z	1236802769308119040	このところ続いた自宅勤務から久しぶりの出社。ところが電車🚃が停止。困ったもんだ。	{'place_id': 'a35b6b4421e1a506'}
2020-03-08T23:53:11.000Z	1236802174186934277	ちょい時差出勤 (@ 東中山駅 - @keiseirailway in 船橋市, 千葉県) https://t.co/3uq70rVldl	{'coordinates': {'type': 'Point', 'coordinates': [139.95291596, 35.71442711]}, 'place_id': '336251fac4207ae3'}
2020-03-08T23:51:57.000Z	1236801864911347713	昨日はお出かけを止められ、今日はマスクをして行けと、家内がうるさい。これも新型の影響の一つか！(笑)えない。	{'place_id': '28b9063fdce43645'}
2020-03-08T23:51:08.000Z	1236801657800757249	あたたかい　出勤	{'place_id': '0d8054846be7f7be'}
2020-03-08T23:50:43.000Z	1236801554276990976	昨日は不要不急の外出をしてしまった https://t.co/WwUO54WdhA	{'place_id': '07d9ec9ec1c83000'}
2020-03-08T23:46:40.000Z	1236800533836337153	@QOQO114514114 宜しくお願い致します。まだ一度も行った事ない家族旅行に行きたいです。	{'place_id': '1ea0fd1a31366833'}
2020-03-08T23:44:10.000Z	1236799902572630016	今日は電車空いてる。時差通勤を多くの企業がやってるんだろうな。	{'place_id': '28b9063fdce43645'}
2020-03-08T23:41:47.000Z	1236799302917222400	先週に比べてこの時間の電車混んでるな。#京浜東北線	{'place_id': '03060ba847e52dcd'}
