2020-03-15T23:59:51.000Z	1239340566183170000	お腹痛い。。。朝の電車で	{'place_id': '0fc3a3fe15547002'}
2020-03-15T23:58:22.000Z	1239340193288770000	えらいので出勤したけど目眩はするし気持ち悪い🤮 (@ JR 浅草橋駅 in 台東区, 東京都) https://t.co/co1ztcZ5dI	{'place_id': '32049a95db695cb8', 'coordinates': {'type': 'Point', 'coordinates': [139.78519064, 35.69739935]}}
2020-03-15T23:56:23.000Z	1239339692266400000	バスも通勤電車も混んでるからね。 https://t.co/S5PQEvHiO3	{'place_id': '4ad3383e25ac98d9'}
2020-03-15T23:56:11.000Z	1239339644820450000	@toko_noialovel おはようございます。朝からバタバタしてやっとツイート出来ました。毎日コロナと言って嫌ですね。段々と人も街に出始めてきました。電車も少しずつ混んできて一層予防しなくてはと思ってます。tokoさん、少しでも安らぐ画像ありがとうございます。よい一日をお過ごし下さい。	{'place_id': '1b0cfebe3424e14f'}
2020-03-15T23:54:46.000Z	1239339285150450000	旅行好きの両親だったから、こんなんなりました覚えてないとこも……(￣∇￣*)ゞ行ったことある都道府県４７！ で4ビンゴ38チェックしました！(チェック率77%) https://t.co/DBLitfmoiS #めけぽんビンゴ	{'place_id': 'b41f5dcb002a1886'}
2020-03-15T23:52:59.000Z	1239338839996380000	いつもより電車が混んでるかな🤔隣に立っているおじさんはずっと何かブツブツ呟いているし、なかなかだね😉	{'place_id': 'f72cbd7b378a05fc'}
2020-03-15T23:51:33.000Z	1239338479139470000	ジャンプ読みすぎて、歩く時間無くなったw久々にフル電車通勤🚃	{'place_id': '391c9198c36b053c'}
2020-03-15T23:49:28.000Z	1239337953660290000	ドコモコールセンターで5人感染　発熱後も出勤...集団感染の可能性も - FNNプライムオンライン https://t.co/lf5foN0aoJ #FNN	{'place_id': 'fd6d701398e33eaa'}
2020-03-15T23:47:53.000Z	1239337554991660000	西武池袋線 準急池袋行き すし詰め濃厚接触電車なう。… orz	{'place_id': '9de423c47dbf207e'}
2020-03-15T23:46:49.000Z	1239337284555550000	最近はコロナでマスク着用者が増えたが、自分は以前から通勤電車でのマスクを欠かさない。理由は風邪感染予防もあるけど、それ以上に大きいのが「臭い」から。朝から汗臭い奴、口臭や体臭が臭い奴が多くて、密閉空間では耐えられん。こういう連中って、どういう神経しとるんやって思うわ。	{'place_id': '1b0cfebe3424e14f'}
2020-03-15T23:46:28.000Z	1239337197037200000	在宅勤務3週目、なのに通勤中。電車の中で誰かが飲んだ空の缶チューハイの缶が揺れに合わせて転がっています。	{'place_id': '5c43b25fece122d2'}
2020-03-15T23:44:05.000Z	1239336600422630000	@nikukyu0721 電車は空いてて、スーパー等のお店がスゴく混んでます、トレペは復活してので助かりますが！、それと電車ですが換気なのは分かっていても窓が空いていて寒いっす🌁⛄🌁	{'place_id': '28b9063fdce43645'}
2020-03-15T23:43:42.000Z	1239336501655160000	マジで出勤停止とかにならないと拡大は止められないだろうな。ドコモコールセンターで複数感染　東京 https://t.co/3FyfYXcBui @Sankei_newsより	{'place_id': '1df8c91136c4c140'}
2020-03-15T23:40:45.000Z	1239335759351430000	@BBCSH_bot おはよう、シャーロック。ジョンなら駅の構内で寝てたぞ。昨日はカジノに行ったらしい。電車代がないらしい。俺がそっとポケットに千円入れておいた。気づいたら帰って来るだろう。彼もすぐに熱くなるからな。でもそれが魅力だ。彼らしい。今日は気持ちいい朝のだな。一日頑張ろう。協力頼むよ。	{'place_id': 'db215c78c59027e4'}
2020-03-15T23:37:32.000Z	1239334948483420000	@fuji33step_go カップルめっちゃいたけどねｗなーんもなさすぎてみんな駅と電車バックに地鶏してた	{'place_id': 'a35b6b4421e1a506'}
2020-03-15T23:36:21.000Z	1239334650616500000	@hokuhoku_seika2 天候が雪の重賞競走は、24年ぶりらしいです。僕が生まれる前ですねw何年か前に大雪になった時は、競馬中止になって車を置いて電車で帰りましたw	{'place_id': '95484b83e4708f58'}
2020-03-15T23:36:16.000Z	1239334629280070000	@mars_9485 UTL開業前まで1日1往復が停まっており、651代走にこの4号が入ってました。約1年半の期間でしたが、頻繁に利用してました。話は変わりますが、以前YouTubeで485にちりんの動画をアップされてましたか？私も大学時代は佐世保におり、卒業前の旅行で乗りに行き、485の走りを楽しみました。	{'place_id': '7efb0fd5276fdda5'}
