2020-02-16T23:57:50.000Z	1229193197957591042	舐めプ出勤 (@ 青井駅 in 足立区, 東京都) https://t.co/zkvuXdANpR	{'coordinates': {'type': 'Point', 'coordinates': [139.82032925, 35.77172637]}, 'place_id': '76c498282a5a7997'}
2020-02-16T23:57:35.000Z	1229193135147741184	日曜日、錦糸町パルコに行ったら、いつもは子連れ客で賑わっている無印良品のキッズスペースが、ガランガラン…。みんな、新型コロナ対策で外出控えているんですねー。確かに外出しないことに勝る対策はないかも。#新型コロナウィルス#錦糸町パルコ	{'place_id': '735b6f2b933efaf6'}
2020-02-16T23:57:33.000Z	1229193126763327488	#gps897赤い電車も好きだけど飛行機はもっと好きなんだね。大橋トリオ	{'place_id': 'afd2dbc6df82cca8'}
2020-02-16T23:56:41.000Z	1229192910844747776	マスクも大切だと思うけど、手袋も必要なんじゃないかな。電車の手摺りとか直接触らないほうがいいかもしれない	{'place_id': '451617631d24d98c'}
2020-02-16T23:56:27.000Z	1229192851994505216	電車、超まってる。なにごと？	{'place_id': 'faab662cb34cf04f'}
2020-02-16T23:54:08.000Z	1229192267035885568	朝から超満員電車、拡大しないわけが無さそうです	{'place_id': '735b6f2b933efaf6'}
2020-02-16T23:53:44.000Z	1229192166892658688	ホント若くて元気な人は症状が重篤化しなくても外出すれば菌を撒き散らすのだから、風邪?と思った人はおとなしく寝ててください。	{'place_id': '49524fd7b35fd754'}
2020-02-16T23:51:31.000Z	1229191607250903040	今日は午前中だけ仕事して午後は都内へお出かけ💨😆 https://t.co/Jzrx28ARqZ	{'place_id': 'e60fb4e164191d47'}
2020-02-16T23:46:29.000Z	1229190341388984325	京王線は、中央線快速電車国分寺駅での人身事故の影響によるお客さま混雑の影響で約３０分程度の遅延が発生現時点、京王線は乗れない状況です。恐縮ですが振替輸送をご利用下さい！ https://t.co/AwHbqrVpkh	{'place_id': 'f7c22e0cf7b3af2b'}
2020-02-16T23:46:19.000Z	1229190301757014016	通勤電車で『チャポンといこう！』今回もよかった、というか毎回いまの自分にとって関心あるテーマを話してくれるのが不思議。今回の話から考えたことは、・本当にやりたいことはやってみた後にわかる・だからやったことがないことは食わず嫌いにならずやってみるべき https://t.co/1Hs1E8vMSq	{'place_id': 'f7c22e0cf7b3af2b'}
2020-02-16T23:44:55.000Z	1229189950022643712	月曜朝から錦糸町へ…と思ったら電車止まってる💢マジ勘弁😭	{'place_id': '28b9063fdce43645'}
2020-02-16T23:42:51.000Z	1229189428913926144	@tyatyatarou 不要不急の外出は避けるべきらしいですが…自宅で作業したいところです	{'place_id': '28b9063fdce43645'}
2020-02-16T23:42:24.000Z	1229189312555540480	私、目の前で通過電車に人が飛び込んで人体が破壊されるのを見てしまいまして。まだ回復してないです。でもね、人身事故の報道に「不快だ！良心の搾取だ！」とか言わないです。飛び込もうとする人に「良心の搾取するなんて差別だ！」とも言わないです。ほぼ毎日飛び込みはあるんですけどね。	{'place_id': '1b0cfebe3424e14f'}
2020-02-16T23:41:24.000Z	1229189063460016129	行きつけのスナック昨夜も超楽しかった～🎵超即興ソング大喜利は贅沢な３曲(①もうすぐ春 ②卒業 ③花粉症)チャット再生でもう一度楽しみながら出勤🎵#スナックぱちぱち#飯田翔子#もうすぐ春#卒業ソング#即興ソング https://t.co/pPSEVyt9gv	{'place_id': '28b9063fdce43645'}
2020-02-16T23:39:52.000Z	1229188677797994496	今朝の満員電車これが　#パンデミック　の始まり#COVID2019 #新型コロナウイルス	{'place_id': 'f72cbd7b378a05fc'}
2020-02-16T23:38:18.000Z	1229188283227205633	10時出勤になりました😉	{'place_id': 'b74d0f4a87a68c66'}
