2021-03-28T23:58:07.000Z	1376322743084417025	返却忘れていたので、出勤前にポスト返却。 (@ 港南図書館 in 港区, 東京都) https://t.co/VlKeyyb17W	{'place_id': '594fa6c6bc5b5ba9', 'coordinates': {'type': 'Point', 'coordinates': [139.74930417, 35.63282749]}}
2021-03-28T23:56:49.000Z	1376322414414422017	@Kasha_miel ❤🐰花紗さん🐰❤おはようございます❤🐰昨日の雨がうそのようにいい天気になりましたね🌞🌞今日はお出かけなのですか！お気を付けてです~~~॑⸜(* ॑꒳ ॑*  )⸝⋆*お気に入りのワンピースいいですね~~~🤗🤗花紗さんめちゃくちゃセンス良さそうだから似合うんだろうなぁ🐰🐰	{'place_id': '6d3998663bfdad9b'}
2021-03-28T23:55:54.000Z	1376322185883570177	ZARD familyな皆様、毎度です✋！先週金曜日から明日まで“3連続”時差出勤前のモーニングレイコー☕！我が愛すべきホークス⚾のみならず、タイガース🐯も3タテ発進✨！いい感じで投打が噛み合ってて、こちらも今年は楽しみがありますね😆！年度跨ぎになる今週も、よろしくお願い致します👍！ https://t.co/5JPWFeOGtT	{'place_id': '10f778e76a175000'}
2021-03-28T23:53:41.000Z	1376321626644443138	移動の多い仕事柄、ANAには長年本当にお世話になっています。人の移動が大きく減って、大変だと思うけど、応援しています。今の状況が落ち着いたら、旅行も行くし、地方の仕事も増やすよう頑張って、たくさん飛行機乗って、ちょっとでも貢献するから、何とか厳しい状況を頑張ってほしい。 https://t.co/iK09oKB5XC	{'place_id': '0fc2eb1ef0d4f000'}
2021-03-28T23:49:19.000Z	1376320529901084672	今日は代理店に移籍してゼロから教えて頂いた担当者の異動による送別会の為に電車通勤。別れの春。別れの季節ですが出会いも欲しい。別ればかりでは寂しすぎる。	{'place_id': '920d3a170bebcb1a'}
2021-03-28T23:48:44.000Z	1376320382798594049	あらためて出勤。 (@ 1番線ホーム in 狭山市, 埼玉県) https://t.co/Ik5MNqFb0s	{'place_id': '2e6e669592f1353f', 'coordinates': {'type': 'Point', 'coordinates': [139.427112, 35.834125]}}
2021-03-28T23:47:12.000Z	1376319995857182721	仙台市の地下鉄って、ホントの広告ってあまりないんだけど、都内の電車はちゃんといろんな会社の広告が出ててすごいな	{'place_id': 'dcc2630623880f96'}
2021-03-28T23:43:38.000Z	1376319098309668867	おはようございます😊今日って…もしかして暑い？天気予報を見ずにの出勤途中なのですが…これは…上着の選択を間違えた様です😅暑い💦月曜日！1週間のはじまりですね！今週もよろしくお願い致します🙇‍♀️良き1日、良き1週間を〜🍀✨	{'place_id': 'f72cbd7b378a05fc'}
2021-03-28T23:41:56.000Z	1376318669404299266	緊急事態宣言明けたからか、人身事故も起きているからか、電車が満員。満員電車🚃久々に電車が揺れて不可抗力でちょっと後ろの人にギューってなってしまった時に嫌な顔で押し返されてイヤな思いをしたwわざとじゃないのにー。わたしもだけど、コロナ禍を経てみんな満員電車スキル下がってるよねww	{'place_id': '735b6f2b933efaf6'}
2021-03-28T23:41:25.000Z	1376318542593728515	仙台からフリースを着てきたんだけど、今日の都内での外出にはいらんな	{'place_id': 'dcc2630623880f96'}
2021-03-28T23:41:14.000Z	1376318493772111872	池袋へ出勤。豊島区はレベル４？電車は満員です(^_^;)	{'place_id': '7efb0fd5276fdda5'}
2021-03-28T23:39:56.000Z	1376318166226280453	間隔が空きましたが、久々に出勤途中にヤクルト日本橋センターに寄り道し、ヤクルト1000を買いました😃#ヤクルト #人形町	{'place_id': '735b6f2b933efaf6'}
2021-03-28T23:35:43.000Z	1376317106791194625	春休みか時間か電車は空席あり。	{'place_id': 'f7c22e0cf7b3af2b'}
2021-03-28T23:34:01.000Z	1376316678825418753	このパターンはやばい出勤し、物量少なすぎて上がり！有給あってよかったー	{'place_id': 'db215c78c59027e4'}
2021-03-28T23:30:46.000Z	1376315859438735363	@ohanakeiko 従って､PCR陽性で症状のある者は旧型コロナ､インフルエンザA型､インフルエンザB型ウィルスに感染の可能性があるので､なるべく外出しない､マスク着用をする等の注意をする必要がある。	{'place_id': '95484b83e4708f58'}
2021-03-28T23:28:57.000Z	1376315403975028736	週明けから電車遅延…orz 原木中山行きの字幕、初見かも。 https://t.co/GNEDIQ8Pas	{'place_id': '0fc2e9d7e6541000'}
2021-03-28T23:28:43.000Z	1376315345019957250	東京の朝の電車とか😫下りだからまだましか？	{'place_id': '7ee61f505fdfdf5c'}
2021-03-28T23:27:50.000Z	1376315122780540935	電車めちゃ遅延してて草	{'place_id': '0fd33386c57b038a'}
2021-03-28T23:27:30.000Z	1376315036709220352	Apple Musicインストールしたら通勤時の電車が快適になった😁✨音楽って大事って話し👍	{'place_id': '4565848a442883a5'}
2021-03-28T23:25:45.000Z	1376314596819042306	おはようございます！明け方まで降っていた雨も止んで日差したっぷりのここは埼玉の八潮です。窓を開けると日差しが暑い💦今日はなんと25度位まで上がる予報🥵💦先週は金曜日からオフ会やデートで３日連続外出。疲れも出てきたので今日明日は完全オフ🙏ﾁｰﾝコロナに負けるな‼️ https://t.co/DnK3vxaYDG	{'place_id': '3a31b3acd8aea1b8'}
