2020-11-01T23:55:00.000Z	1323050942166650880	出勤前なんで_φ(･_･ 糖質ゼロg麺買い物( ･ิω･ิ) (@ ザ・ビッグ エクスプレス 栄町店 in Sapporo, 北海道) https://t.co/Y39uVPiLI7	{'coordinates': {'type': 'Point', 'coordinates': [141.36967073, 43.1130371]}, 'place_id': '13fbcf4150ce380c'}
2020-11-01T23:50:12.000Z	1323049734609666048	出勤時にちょうど雨上がってくれて良かった☺️	{'place_id': '424650fd9f1031ec'}
2020-11-01T23:18:06.000Z	1323041655386042368	"@popon96276086 感染防止対策で""使用されたティッシュはゴミ箱へ""とお願いしてもこのザマ。この民度の低さが全て。道内の感染者がゼロになるまで外出禁止にしてしまえば？と思う。ってか、モラルの無さにマジ呆れるw w https://t.co/QKcIi4sqZk"	{'place_id': 'fe961fca5190a4d7'}
2020-11-01T22:49:31.000Z	1323034464939749376	今日みたいな日は仕方ないことなんだけど…濡れた荷物を電車の棚に置かないで。頭上から水滴落ちてくるのですが😑	{'place_id': '0fc29529fa146001'}
2020-11-01T22:44:24.000Z	1323033175069581314	通勤ラッシュが過ぎてるのか電車の中がスッキリしてて良いですね,密を避けられる()	{'place_id': '2446080129c66346'}
2020-11-01T21:00:53.000Z	1323007124516077569	エクストリーム出勤を開始します。 (@ ホテルJALシティ札幌 中島公園 in 札幌市, 北海道) https://t.co/Y5BLvrBTw7	{'coordinates': {'type': 'Point', 'coordinates': [141.355625, 43.05016]}, 'place_id': '13fbcf4150ce380c'}
2020-11-01T13:25:50.000Z	1322892609153503232	社長夫妻に約束してた方を連れてマジックスパイスに。今日もビーフ(^^) 社長には旅行土産のスイーツも頂きました(〃▽〃) #27周年 #マジックスパイス #スープカレー https://t.co/kGzj8wbR5c	{'place_id': '0fc3a38728141001'}
2020-11-01T12:42:48.000Z	1322881776008667136	海の幸を満喫してたら帰りの電車を逃しました	{'place_id': 'e0b7947e3d35d737'}
2020-11-01T11:15:10.000Z	1322859725273247744	11月になってからアジトにもたくさん出勤するようになった！！🤗今日はそしてアジト出勤！！！やっぱりなんか落ち着くっていうかいいね！！笑ご来店お待ちしております😊	{'place_id': '13fbcf4150ce380c'}
2020-11-01T11:08:39.000Z	1322858084507660289	GOTOトラベルのクーポン？使って飲みに来ました。 https://t.co/R8qYMY6Vdf	{'place_id': '1083884423569000'}
2020-11-01T10:46:41.000Z	1322852556238843905	本日休日出勤、朝7時半〜まだ帰れんよ(;´д｀)ﾄﾎﾎ…	{'place_id': '4d2b3083f504bceb'}
2020-11-01T10:31:14.000Z	1322848667364020224	フレイムホテルの目の前を市電が通っているので、特に目的もなく乗車。環状線になったので無意味に一周。電車は古くて小さいけど、電停は立派でまるで駅。全ての電停に電車の位置情報のモニター設置。観光都市「函館」も見習って欲しい。（財政的に厳しいか😅）#札幌市電 https://t.co/cnkL7uh3RP	{'place_id': '0fbeb0a88a94c002'}
2020-11-01T07:38:30.000Z	1322805197702262784	小樽→南千歳[3940M:エアポート172号:F-3103]本行程はじめての電車。 #JR北海道最長片道きっぷ https://t.co/GLIJi9XaUA	{'place_id': '07d9e4e6c0888001'}
2020-11-01T07:31:28.000Z	1322803428972654595	旅行に来て、札幌のアニメイトを待ち合わせ場所にしたんだけど(迎え待ち)出てくる人や歩いてる人を眺めてるとジモティーさんはどんな生活してるのかなとか考えちゃうわ私が関東民だしね〜	{'place_id': '13fbcf4150ce380c'}
2020-11-01T05:54:19.000Z	1322778979883905026	聖地巡礼完了〜そしてこの旅行の目的も完了！ https://t.co/Vo3W7ESjRM	{'place_id': '2446080129c66346'}
2020-11-01T05:12:33.000Z	1322768467313844224	これからファクトリーアートコーナー勤務です‼️出勤までのバス時間が至福❤️✨	{'place_id': '2446080129c66346'}
2020-11-01T03:33:26.000Z	1322743526875037696	森彦で珈琲飲みに来ただけ🥱 https://t.co/YERsPtudET	{'place_id': 'e0b7947e3d35d737'}
2020-11-01T03:24:22.000Z	1322741243978436609	ずみちゃん登場！　繋がり感じた１１月初日#むらかみ牧場 #酪農体験#牛 #ずみちゃん#北海道旅行 #恵庭#友達 場所: 北海道 むらかみ牧場 https://t.co/SZkVWuYED6	{'coordinates': {'type': 'Point', 'coordinates': [141.6116703, 42.8781075]}, 'place_id': 'afc70d6aeb55fa4a'}
2020-11-01T03:23:37.000Z	1322741054315982849	飛行機の中、換気はされてるみたいたけど電車の空調と並ぶくらい苦手。。咳こみこなければいいけど。。	{'place_id': 'aedee7b3bd878532'}
