2020-02-16T23:55:21.000Z	1229192574465953792	出勤 (@ もなみクリニック in Sapporo, 北海道) https://t.co/x0zSSmmIDA	{'place_id': 'a357c591f3dabb3e', 'coordinates': {'type': 'Point', 'coordinates': [141.33182354, 42.99263075]}}
2020-02-16T23:05:59.000Z	1229180148588482561	さて 出勤して 雪かきだぁ～行ってきまーす🚙	{'place_id': '76de02149cf1f468'}
2020-02-16T22:53:53.000Z	1229177104731791360	出勤…	{'place_id': 'fe961fca5190a4d7'}
2020-02-16T22:30:06.000Z	1229171121183870976	急にいろいろなことに価値を見出せなくなってきて、例えば旅行自体が特別なものでなくなていた昨今では、『旅する〜』って接頭語は無価値になるし、前提が破綻すれば関連事象は無駄に思えてくる。きっと、用意されたフィールドで、『どれだけ上手に踊るか』が大切なんだろうな。などと考えている。	{'place_id': '4d2b3083f504bceb'}
2020-02-16T22:04:45.000Z	1229164741144133632	ついに、北海道にもこのなウィルス感性者出たかぁ。外出後はうがい手洗いちきんとしなきゃ！！	{'place_id': 'fe961fca5190a4d7'}
2020-02-16T20:11:27.000Z	1229136226457796608	当直明けまたも大雪大雪率高いなぁ駐車場に除雪車が残した雪がモリモリ除雪しないと日勤者が出勤できない😆朝食準備前に一時間程除雪ですね😅	{'place_id': 'e024abbacb11ebca'}
2020-02-16T19:40:14.000Z	1229128371340075008	命がけの満員電車🚝💦	{'place_id': '13fbcf4150ce380c'}
2020-02-16T18:56:27.000Z	1229117352567963648	政府の専門家、不要普及の外出に、例えば、「宴会」...風評被害だいぶ言葉を選んだね。「スポーツイベント」と言葉を滑りそうだった💦「スポーツイベント」は、地域ビジネス・マターだからか💦	{'place_id': '13fbcf4150ce380c'}
2020-02-16T15:31:57.000Z	1229065887874895872	今日撮ったくだらない写真トイレのアイコンがカッコつけてたから真似してみたカッコつかないなぁ明日は6:12に目覚ましかけて電車乗りますグッナーイ☆ https://t.co/prFxOGY7PC	{'place_id': 'aedee7b3bd878532'}
2020-02-16T15:15:54.000Z	1229061849552801795	北海道旅行２日目‼️スノボして、寿司食って、すすきので遊んで、締めの信玄ラーメン‼️並んだけど、めっちゃ旨かった♥️#北海道#デブ#信玄 https://t.co/Lav5SL6Ljp	{'place_id': '10bf152da5945000'}
2020-02-16T14:48:45.000Z	1229055017115475968	今月は監査＋ヘルプで忙しいけど、終わればちょっと飲みに行きたいしウチに誰か呼びたい。	{'place_id': 'e826cd2494f53e40'}
2020-02-16T14:29:20.000Z	1229050131506327552	@ylpZS1dJA2hqh5G お疲れ様です😊八軒も視界不良気味なんで安全運転で帰ります！帰ったら少しでも駐車場雪はねしないと明日の朝更に積もってると思うので😅☃️明日、ほんと早めに出勤してね！JRはヤバそうだね😑	{'place_id': '0fe9b119c597b000'}
2020-02-16T11:56:13.000Z	1229011598859096064	@aynanzykw 出勤は自転車ですか	{'place_id': 'fe961fca5190a4d7'}
2020-02-16T11:20:53.000Z	1229002707005931520	アジト出勤しました！昨日はうめさんの誕生日にたくさんのお客様にお集まりいただき誠にありがとうございます！本人も涙流しながらヒクヒクしてましたね、、そんなわけで、今日までバースデーガール(？)なのでおめでとうと伝えて頂ければ幸いです✨３時まで予定です、お早めに！ https://t.co/xx3afkYAwI	{'place_id': '13fbcf4150ce380c'}
2020-02-16T10:53:53.000Z	1228995911105179649	今日で雪あかりの路も終わりですね。先程札幌から雪あかりを見に来たお客様がビールを飲みに寄ってくださいました🍺Hostelも空きございます〜ふらっとお立ち寄りください〜※写真は先日撮影したものです。 https://t.co/FUUPjuE2FN	{'place_id': '0fc2e99fe7d4d000'}
2020-02-16T10:46:43.000Z	1228994105616691201	しまむらで購入した変身マスク！繰り返し使えるからマスクに当てるガーゼ購入しようと思いドラックストア行ってきたけど、全て品切れ💦コロナウイルス道内2人目出てるし落ち着くまでは必要最低限しか外出できないな😭💦 https://t.co/0N9tRYPkaI	{'place_id': 'c3821cfe8f16bdb6'}
2020-02-16T10:22:48.000Z	1228988090217201666	飲食店の基本なのですが、少しでも病気の症状がでてる間は従業員は出勤できません。下痢発熱咳。当店ももちろんで本人が辛いのもそうですが、楽しみに来ている大切なお客さんに病気をうつすなんてあってはならない事なので。で、僕はほぼほぼ風邪もひかないんですが何故。	{'place_id': '13fbcf4150ce380c'}
2020-02-16T10:19:01.000Z	1228987137996931072	今週の日曜日も寒いですね😣雪もまあまあ降ってきたけど、元気に営業中です！生バンドカラオケでアツくなろうぜ🎤ご来店お待ちしております😊 ☆本日の出勤メンバー☆Gt.まもるBa.りく&amp;りひとDrs.りょーた#札幌 #飲み放題 #琴似 #BAR #日曜営業 #年中無休 #イベント #貸切予約可 #カラオケ https://t.co/Pnh9wFECXX	{'place_id': 'fe961fca5190a4d7'}
2020-02-16T09:50:26.000Z	1228979943083773952	本日BAR北笑21時頃オープン予定です！鶴が出勤してます！飲み放題2時間3000円！ひがほん笑事、優勝は逃しましたが楽しく出来ました！見に来てくれた皆様ありがとうございました！#BAR北笑#ひがほん笑事#ケータリング泥棒#ふーみん#ミニコント 場所: 北笑Dining https://t.co/s866U8mEf3	{'place_id': '13fbcf4150ce380c', 'coordinates': {'type': 'Point', 'coordinates': [141.35026688, 43.05422741]}}
2020-02-16T08:01:05.000Z	1228952424125059072	@mura7366 厚着してるから帰りのバス電車が辛いかな〜😅	{'place_id': 'aedee7b3bd878532'}
2020-02-16T04:48:02.000Z	1228903842789679104	雪ミク電車 (@ 狸小路停留場 in 札幌市, 北海道) https://t.co/MLwYYy6glo https://t.co/MI9QOKSRz6	{'place_id': '13fbcf4150ce380c', 'coordinates': {'type': 'Point', 'coordinates': [141.35288536, 43.05728807]}}
2020-02-16T04:34:57.000Z	1228900550391017472	日曜出勤、赤レンガテラスフードコートの徳寿石焼ビビンパ。 場所: 札幌 赤レンガプラザ https://t.co/jhXrvFGFeo	{'place_id': '13fbcf4150ce380c', 'coordinates': {'type': 'Point', 'coordinates': [141.3507693, 43.06429542]}}
2020-02-16T02:34:48.000Z	1228870311371689985	→とりあえず、感染予防策として外出しない事にします。皆様も予防につとめて下さいね。God bless U.	{'place_id': '13fbcf4150ce380c'}
2020-02-16T02:33:16.000Z	1228869927915753472	16th of February, Sun. 2020 ☁️/❄️おはようございます😀北海道内でもコロナウィルス感染者が２名という発表があったものの、感染経路も不明、どこの医療機関で治療を受けているかも不明となっては、怖くて外出出来ません💀本日の礼拝は欠席です。僕は2型糖尿病を持っているので感染したらヤバい https://t.co/cZveJgZWkn	{'place_id': '0fc33a5cf054d000'}
2020-02-16T02:04:45.000Z	1228862750828314630	【海外発！Breaking News】「ダイヤモンド・プリンセス」号で新婚旅行中だった英夫妻、ウイルス陽性の夫を船内で待つ妻 - Techinsight https://t.co/A60u3qFcvs @Techinsight_JPより	{'place_id': 'a357c591f3dabb3e'}
2020-02-17T21:59:45.000Z	1229525869556719616	カムイ「流氷がぎっしぎし来てるにゃ。見に行こうかにゃ」もにょ「もにょもにょ♪(札幌から電車で６時間♪)」北乃カムイが７時をお知らせするにゃッッ(*`н´*)ドドドドドド#カムラジ#北乃カムイ#hbcradio https://t.co/igxt1f1mR0	{'place_id': 'afc70d6aeb55fa4a'}
2020-02-17T17:22:25.000Z	1229456077156241408	雪❄️️すごい✨✨久しぶりの雪～☻#札幌#北海道#旅行#旅#friend#グルメ#食#食べる #sapporo #雪#snow #雪景色 #雪道#冬#winter 場所: Sapporo https://t.co/E3mpg5zvsp	{'place_id': '13fbcf4150ce380c', 'coordinates': {'type': 'Point', 'coordinates': [141.35562826, 43.05025467]}}
