1435000733175218179	[CLS]＠[UNK][UNK]これは南海線かな？違います？大阪では[UNK]電車[UNK]に乗りました[UNK]	2
1434657007840104451	[CLS]好きな歌聴きながら出勤してたら、このまま終点（空港）までいって飛行機で[UNK]行きたくなる＃出勤音楽[UNK]：／／ｔ．ｃｏ／[UNK]	2
1434563144140013572	[CLS]筋トレは、[UNK]は上半身もやりたいけど[UNK]やると続かないから、具体的な目標がある下半身だけに集中。[UNK]＋腹式呼吸、[UNK]と足上げを毎日[UNK]回くらい[UNK]あとは電車で[UNK]ない、階段使う、毎日歩く、時間と体力があればスロー[UNK]。	1
1434528975733153806	[CLS][UNK][UNK]にいます。窓と照明がお[UNK]。ここは元歯科医院だった[UNK]。＃福岡県＃福岡市＃博多区＃[UNK]＃ゲストハウス＃一人旅＃旅行＃近所[UNK]：／／ｔ．ｃｏ／[UNK][UNK][UNK]	0
1434520908966686723	[CLS][UNK]月末に制作開放席の案内が来て、福岡ラストのコンサートに行ってきました！ステージ真横のスタンド席でしたが、[UNK][UNK]ました。Ｖ[UNK]のコンサートは、なんと[UNK]年ぶり。[UNK]がたくさん流れましたが、ダンスは[UNK]。[UNK]：／／ｔ．ｃｏ／[UNK][UNK][UNK][UNK]ｎ	0
1434496403200303107	[CLS][UNK][UNK][UNK][UNK][UNK][UNK]の[UNK]♪体調もよくなり、明日はお昼から出勤[UNK]ます[UNK]お時間ある方、是非会いに来てくださいね[UNK][UNK][UNK][UNK]：／／ｔ．ｃｏ／[UNK][UNK][UNK][UNK]	0
1434494213735870469	[CLS]やっと感染者数が減ってきた。[UNK]には旅行できるか？＃[UNK]の周年祭	0
1434489556095492108	[CLS]＠[UNK][UNK]そこに飲みに行きたい[UNK]	0
1434484462494969859	[CLS][UNK]の森コンサートにお越し[UNK]、ありがとう[UNK][UNK][UNK][UNK]お客様とステージの距離感が近いコンサートは[UNK][UNK]ね！鮮やかな[UNK]の中の一色（ひといろ）に[UNK]事、とても幸せに感じております。（＾。＾）これからも[UNK][UNK]お願い[UNK]ます[UNK]	0
1434462997460647940	[CLS]大分慰安旅行[UNK][UNK]！！！！！！うまいもん[UNK]、海岸線ツーリングして、[UNK][UNK]やって[UNK]〜[UNK]現地ガイドしてくれたニックさんありがとう[UNK][UNK]次来るときは熊本を[UNK]したいと思います。[UNK]：／／ｔ．ｃｏ／[UNK][UNK][UNK]	0
1434443358307377152	[CLS]行きつけの美容室で[UNK]のお店の女の子がいました[UNK][UNK]美意識[UNK][UNK]！！ただ今日出勤だったよね[UNK]？店長は知らない振りをしておきますｗ＃店長の休日＃あえて知らない振り[UNK]：／／ｔ．ｃｏ／[UNK][UNK][UNK]	0
1434439655349374983	[CLS]博多駅のロッカーに荷物入れとるの忘れて電車乗ってしまった[UNK][UNK]戻らないかん[UNK]	2
1434414630575611909	[CLS]＠[UNK][UNK][UNK]の如く、旅行が[UNK]なる勢いで怒られました	2
1434407160843096065	[CLS]＠[UNK][UNK]＠[UNK][UNK]電車とホームの隙間に足落としよるｗのちほど	2
1434398824332763137	[CLS]ホークスの勝利を確信したので、コーヒー飲みに[UNK]ました。毎回[UNK]のブレンド。場所：[UNK]：／／ｔ．ｃｏ／Ｍ[UNK][UNK]	0
1434393840442490880	[CLS]電車で移動中。Ｘ－Ｅ[UNK]＋クラシックネガで[UNK]（左）、[UNK][UNK]と思って[UNK]で調整（右）してＵＰしたけど[UNK][UNK]出しの方が[UNK][UNK]な。本体の明瞭度とか[UNK]、[UNK]の設定を[UNK]方がいいのかも。写真[UNK]！[UNK]：／／ｔ．ｃｏ／[UNK][UNK][UNK][UNK]ｚ	1
1434393161095204866	[CLS]＠[UNK][UNK]＠[UNK][UNK][UNK]狭山の帰りなんばで電車[UNK]フリして[UNK]に行って[UNK]とか[UNK]	2
1434392925505421312	[CLS][UNK]、[UNK][UNK]！[UNK]！やり[UNK]〜！宗が[UNK]、やり[UNK]〜！近鉄電車で[UNK][UNK][UNK]〜！＃ホークス大阪内野[UNK]＃[UNK]屋[UNK]	0
1434386896675766279	[CLS]サヨナラ、サヨナラ、[UNK][UNK]〜！サヨナラ、サヨナラ、[UNK][UNK]〜！サヨナラ、サヨナラ、[UNK][UNK]〜！[UNK]、近鉄電車で[UNK][UNK][UNK]！＃[UNK]屋[UNK]＃ホークス大阪内野[UNK]＃電車[UNK]	2
1434386746498641928	[CLS]リチャードのグランドスラムで勝ち確信したので[UNK]しよう[UNK]	1
1434382731303997444	[CLS]＠[UNK][UNK]このあと…電車の中と外で…[UNK]するの？	2
1434352880161488897	[CLS]今日の出勤リスト[UNK][UNK][UNK]：／／ｔ．ｃｏ／[UNK]	1
1434352448844414978	[CLS]福岡[UNK]大うどんチェーン「ウエスト」県外出店はなぜ千葉県[UNK]のか？[UNK]：／／ｔ．ｃｏ／Ｖ[UNK][UNK][UNK][UNK]＃[UNK][UNK]	2
1434350143512334339	[CLS]おはよう[UNK]（[UNK][UNK][UNK]＊）福岡市へ無事到着！[UNK]ご予約[UNK]Ｋ様沖縄から[UNK][UNK][UNK][UNK]も出勤[UNK]おります[UNK]／[UNK]－[UNK]／[UNK]まで長崎へ[UNK][UNK]ご予約の際お間違えのない様お問い合わせ下さいませ♪サロン[UNK]ＩＮ福岡店[UNK]－[UNK]－[UNK]＃サロン[UNK]＃福岡＃売り専[UNK]：／／ｔ．ｃｏ／[UNK][UNK]	0
1434336319765843972	[CLS]私はホークスファンという[UNK]電車待ってたら、「[UNK]の親戚」と名乗る女性に声を掛けられた。ちょっと[UNK]しましたが、甲斐捕手のファンと言う事で私もですなんて、ちょっと[UNK]でしたか楽しく会話させて[UNK]ました。今日は[UNK]かな？[UNK]	0
1434335217485901827	[CLS]入院生活[UNK]日目[UNK]あれ？[UNK]の先生が日曜日なのに出勤[UNK][UNK][UNK]。素早く右足首固定用[UNK]をセットして[UNK][UNK][UNK]あら、外さないで[UNK]。とお[UNK]の言葉を[UNK][UNK]リハビリも[UNK][UNK][UNK]に今からシャワー浴びて[UNK]します[UNK][UNK]：／／ｔ．ｃｏ／[UNK][UNK][UNK]	0
1434332023364067328	[CLS][UNK]はウェストな[UNK]。知らんかった。福岡[UNK]大うどんチェーン「ウエスト」県外出店はなぜ千葉県[UNK]のか？（[UNK][UNK]）＃Ｙａｈｏｏニュース[UNK]：／／ｔ．ｃｏ／[UNK][UNK][UNK]	2
1435013122373259267	[CLS]おはよう[UNK][UNK]自宅待機からの[UNK]く出勤。[UNK][UNK][UNK][UNK][UNK]福岡は[UNK]です。	0
1435008596975095808	[CLS]え？強制に聞こえます。。ワクチン接種[UNK]回で旅行・[UNK]ＯＫ分科会が行動制限緩和を提言｜ＦＮＮプライムオンライン[UNK]：／／ｔ．ｃｏ／ｏ[UNK]ｄ[UNK]ｐ[UNK][UNK]	1
1435005571376181253	[CLS][UNK]自宅[UNK]まもなく出勤のお時間。（笑）	1
1435004272085585922	[CLS]博多だと、[UNK]行ってもいい感じの電車おるのに、なぜ西鉄はいつもいい感じの電車いないのかな。本数多いのに．．．	1
1435002737456869376	[CLS]大橋まで電車で行って[UNK]まで歩いて帰ってくると言う事を思いついた。	0
